MUNICIPIO,MARCA
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),APPLE
BUCARAMANGA (CT),APPLE
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),ASUS
FLORIDABLANCA,SAMSUNG
GIRON,MOTOROLA
PIEDECUESTA,SAMSUNG
SINCELEJO (CT),SAMSUNG
ESPINAL,NOKIA
IBAGUE (CT),HUAWEI
IBAGUE (CT),LG
IBAGUE (CT),SAMSUNG
IBAGUE (CT),SAMSUNG
IBAGUE (CT),AVVIO
MELGAR,SAMSUNG
MELGAR,APPLE
BUENAVENTURA,ALCATEL
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),AVVIO
CALI (CT),SAMSUNG
CALI (CT),OTRA
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),LG
CALI (CT),SAMSUNG
CANDELARIA,SAMSUNG
GUADALAJARA DE BUGA,SAMSUNG
PALMIRA,SAMSUNG
BELLO,MOTOROLA
COPACABANA,MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ASUS
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),APPLE
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
TAMESIS,SAMSUNG
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),APPLE
BARRANQUILLA (CT),HUAWEI
SAN PABLO,SAMSUNG
SOGAMOSO,ZTE
TUNJA (CT),SAMSUNG
MANIZALES (CT),ALCATEL
MANIZALES (CT),LENOVO
MANIZALES (CT),ZTE
EL DONCELLO,LANIX
FLORENCIA (CT),SAMSUNG
YOPAL (CT),LENOVO
YOPAL (CT),MOTOROLA
POPAYAN (CT),HUAWEI
SANTANDER DE QUILICHAO,SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),MOTOROLA
VALLEDUPAR (CT),SAMSUNG
MONTERIA (CT),MOTOROLA
MONTERIA (CT),BLU
SAHAGUN,SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),ASUS
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),NOKIA
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),ALCATEL
RIOHACHA (CT),OTRA
NEIVA (CT),SAMSUNG
NEIVA (CT),NOKIA
NEIVA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),ZTE
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),MOTOROLA
PASTO (CT),SONY
CUCUTA (CT),SAMSUNG
CUCUTA (CT),HUAWEI
ARMENIA (CT),ALCATEL
ARMENIA (CT),SAMSUNG
DOSQUEBRADAS,SAMSUNG
PEREIRA (CT),SAMSUNG
PEREIRA (CT),AVVIO
PEREIRA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),LG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),ALCATEL
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),SAMSUNG
FLORIDABLANCA,LENOVO
FLORIDABLANCA,SAMSUNG
GIRON,SAMSUNG
SINCELEJO (CT),HUAWEI
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),SAMSUNG
IBAGUE (CT),LG
IBAGUE (CT),HUAWEI
IBAGUE (CT),AVVIO
IBAGUE (CT),SAMSUNG
BUENAVENTURA,SAMSUNG
BUENAVENTURA,SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),APPLE
CALI (CT),MOTOROLA
CALI (CT),APPLE
CALI (CT),LENOVO
CALI (CT),HUAWEI
CALI (CT),MOTOROLA
CALI (CT),APPLE
CALI (CT),LENOVO
CALI (CT),MOTOROLA
CALI (CT),ALCATEL
CALI (CT),LENOVO
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),APPLE
CALI (CT),HUAWEI
AMAGA,NOKIA
BELLO,HUAWEI
BELLO,ALCATEL
BELLO,SAMSUNG
ENVIGADO,SAMSUNG
ENVIGADO,APPLE
ITAGUI,HUAWEI
ITAGUI,HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SONY
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),LG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
SABANETA,HUAWEI
ARAUCA (CT),SAMSUNG
BARRANQUILLA (CT),MOTOROLA
BARRANQUILLA (CT),OTRA
SOLEDAD,SAMSUNG
TUNJA (CT),HUAWEI
MANIZALES (CT),AZUMI
MANIZALES (CT),MOTOROLA
MANIZALES (CT),BLU
FLORENCIA (CT),SAMSUNG
YOPAL (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),APPLE
POPAYAN (CT),HUAWEI
POPAYAN (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),HUAWEI
AGUACHICA,SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),APPLE
QUIBDO (CT),SAMSUNG
QUIBDO (CT),SAMSUNG
MOMIL,SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
PLANETA RICA,AZUMI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),ASUS
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),ALCATEL
CALARCA,APPLE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),LANIX
BOGOTA D.C. (CT),SONY
SOACHA,-
RIOHACHA (CT),HUAWEI
RIOHACHA (CT),BLU
NEIVA (CT),SAMSUNG
NEIVA (CT),SAMSUNG
NEIVA (CT),SAMSUNG
NEIVA (CT),SAMSUNG
SAN MARTIN,HUAWEI
SAN MARTIN,HUAWEI
VILLAVICENCIO (CT),LG
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),ALCATEL
PASTO (CT),LENOVO
PASTO (CT),MOTOROLA
PASTO (CT),SAMSUNG
PASTO (CT),HUAWEI
PASTO (CT),SAMSUNG
PASTO (CT),MOTOROLA
PASTO (CT),HUAWEI
CUCUTA (CT),LANIX
CUCUTA (CT),HUAWEI
CALARCA,SAMSUNG
DOSQUEBRADAS,OTRA
PEREIRA (CT),HUAWEI
PEREIRA (CT),OTRA
SAN ANDRES (CT),SAMSUNG
SAN ANDRES (CT),HUAWEI
BARRANCABERMEJA,AVVIO
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),LANIX
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),OTRA
BUCARAMANGA (CT),OTRA
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),ALCATEL
BUCARAMANGA (CT),APPLE
BUCARAMANGA (CT),SAMSUNG
GIRON,SAMSUNG
SAN MARCOS,SAMSUNG
SINCELEJO (CT),APPLE
SINCELEJO (CT),ALCATEL
SINCELEJO (CT),LG
CARMEN DE APICALA,HUAWEI
CHAPARRAL,OTRA
ESPINAL,ALCATEL
FLANDES,SAMSUNG
IBAGUE (CT),HUAWEI
IBAGUE (CT),SAMSUNG
IBAGUE (CT),MOTOROLA
IBAGUE (CT),SAMSUNG
IBAGUE (CT),MOTOROLA
IBAGUE (CT),SAMSUNG
IBAGUE (CT),LG
PLANADAS,OTRA
CALI (CT),APPLE
CALI (CT),LANIX
CALI (CT),HUAWEI
CALI (CT),MOTOROLA
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),OTRA
CALI (CT),LG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),ALCATEL
CALI (CT),SAMSUNG
CALI (CT),ZTE
CALI (CT),LG
CALI (CT),HUAWEI
CALI (CT),APPLE
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),ALCATEL
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
PRADERA,MOTOROLA
SEVILLA,NOKIA
TULUA,SAMSUNG
YUMBO,SAMSUNG
BELLO,HUAWEI
BELLO,SAMSUNG
COPACABANA,SAMSUNG
ENVIGADO,SONY
ENVIGADO,SAMSUNG
ENVIGADO,SAMSUNG
ITAGUI,LENOVO
ITAGUI,HUAWEI
ITAGUI,LG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),APPLE
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),LG
TIBASOSA,SAMSUNG
TUTAZA,LANIX
FLORENCIA (CT),LANIX
FLORENCIA (CT),SAMSUNG
YOPAL (CT),LG
YOPAL (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),MOTOROLA
POPAYAN (CT),OTRA
POPAYAN (CT),HUAWEI
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BARRANCABERMEJA,SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
SOPO,HUAWEI
MAICAO,SAMSUNG
RIOHACHA (CT),SAMSUNG
CAMPOALEGRE,ALCATEL
GARZON,ALCATEL
NEIVA (CT),LG
NEIVA (CT),HUAWEI
NEIVA (CT),LG
NEIVA (CT),SAMSUNG
NEIVA (CT),MOTOROLA
SANTA MARTA (CT),HUAWEI
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),ZTE
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),SAMSUNG
PASTO (CT),APPLE
PASTO (CT),SAMSUNG
CUCUTA (CT),SAMSUNG
CUCUTA (CT),SAMSUNG
CUCUTA (CT),SAMSUNG
PAMPLONA,HUAWEI
VILLAGARZON,APPLE
ARMENIA (CT),LANIX
CALARCA,HUAWEI
DOSQUEBRADAS,SAMSUNG
PEREIRA (CT),SAMSUNG
PEREIRA (CT),LG
BARRANCABERMEJA,MOTOROLA
BARRANCABERMEJA,SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),ALCATEL
BUCARAMANGA (CT),HUAWEI
GIRON,MOTOROLA
SINCELEJO (CT),HUAWEI
SINCELEJO (CT),SAMSUNG
ESPINAL,HUAWEI
ESPINAL,HUAWEI
IBAGUE (CT),AVVIO
IBAGUE (CT),MOTOROLA
IBAGUE (CT),LG
IBAGUE (CT),SAMSUNG
IBAGUE (CT),SAMSUNG
MELGAR,SAMSUNG
BUENAVENTURA,SAMSUNG
CALI (CT),NOKIA
CALI (CT),LENOVO
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),LG
CALI (CT),MOTOROLA
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),LENOVO
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SONY
PRADERA,HUAWEI
SEVILLA,SAMSUNG
TULUA,SAMSUNG
TULUA,SAMSUNG
ANDES,AVVIO
ITAGUI,HUAWEI
ITAGUI,SAMSUNG
ITAGUI,HUAWEI
MACEO,HUAWEI
MACEO,LENOVO
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),NOKIA
MEDELLIN (CT),ZTE
MEDELLIN (CT),APPLE
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),APPLE
MEDELLIN (CT),APPLE
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SONY
RETIRO,APPLE
BARRANQUILLA (CT),SONY
BARRANQUILLA (CT),SAMSUNG
PUERTO COLOMBIA,SAMSUNG
SABANALARGA,SAMSUNG
SANTO TOMAS,SAMSUNG
SOLEDAD,HUAWEI
SOGAMOSO,HUAWEI
SOGAMOSO,SAMSUNG
MANIZALES (CT),HUAWEI
CAJIBIO,MOTOROLA
POPAYAN (CT),HUAWEI
POPAYAN (CT),APPLE
POPAYAN (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),LANIX
AGUACHICA,HUAWEI
AGUACHICA,SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
CHINU,SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SONY
BOGOTA D.C. (CT),ASUS
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
RIOHACHA (CT),MOTOROLA
GARZON,SAMSUNG
NEIVA (CT),SAMSUNG
NEIVA (CT),SAMSUNG
NEIVA (CT),SAMSUNG
NEIVA (CT),HUAWEI
NEIVA (CT),APPLE
PITALITO,SAMSUNG
VILLAVICENCIO (CT),ZTE
VILLAVICENCIO (CT),MOTOROLA
IMUES,SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),HUAWEI
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),LG
PASTO (CT),SAMSUNG
CUCUTA (CT),HUAWEI
CUCUTA (CT),ALCATEL
ARMENIA (CT),SAMSUNG
ARMENIA (CT),LG
CALARCA,SAMSUNG
CALARCA,BLU
CALARCA,SAMSUNG
DOSQUEBRADAS,MOTOROLA
DOSQUEBRADAS,HUAWEI
DOSQUEBRADAS,LG
PEREIRA (CT),MOTOROLA
SANTA ROSA DE CABAL,APPLE
BARRANCABERMEJA,NOKIA
BARRANCABERMEJA,MOTOROLA
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),NOKIA
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),-
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),ALCATEL
BUCARAMANGA (CT),APPLE
CIMITARRA,HUAWEI
FLORIDABLANCA,HUAWEI
MOGOTES,SAMSUNG
PIEDECUESTA,HUAWEI
SINCELEJO (CT),HUAWEI
CHAPARRAL,HUAWEI
ESPINAL,AVVIO
IBAGUE (CT),HUAWEI
IBAGUE (CT),MOTOROLA
IBAGUE (CT),HUAWEI
MELGAR,AVVIO
MELGAR,-
BUENAVENTURA,SAMSUNG
BUENAVENTURA,ALCATEL
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CALI (CT),MOTOROLA
CALI (CT),AVVIO
CALI (CT),LENOVO
CALI (CT),SAMSUNG
CALI (CT),APPLE
CARTAGO,SONY
PALMIRA,LANIX
BELLO,HUAWEI
COPACABANA,APPLE
COPACABANA,SAMSUNG
ENVIGADO,SONY
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SONY
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),AVVIO
NARINHO,SAMSUNG
BARRANQUILLA (CT),LENOVO
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),ALCATEL
SOLEDAD,MOTOROLA
CARTAGENA (CT),APPLE
SOGAMOSO,SAMSUNG
TUNJA (CT),ALCATEL
CHINCHINA,SAMSUNG
MANIZALES (CT),OTRA
MANIZALES (CT),APPLE
MANIZALES (CT),MOTOROLA
MANIZALES (CT),SAMSUNG
MANIZALES (CT),MOTOROLA
FLORENCIA (CT),SAMSUNG
FLORENCIA (CT),APPLE
YOPAL (CT),SAMSUNG
YOPAL (CT),NOKIA
POPAYAN (CT),HUAWEI
POPAYAN (CT),LG
POPAYAN (CT),BLU
POPAYAN (CT),SAMSUNG
POPAYAN (CT),HUAWEI
AGUACHICA,SAMSUNG
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
ALBANIA,ASUS
HATONUEVO,SAMSUNG
AIPE,APPLE
GARZON,SAMSUNG
GARZON,HUAWEI
ISNOS,SAMSUNG
ISNOS,NOKIA
LA PLATA,SAMSUNG
LA PLATA,LANIX
NEIVA (CT),MOTOROLA
PITALITO,HUAWEI
PITALITO,SAMSUNG
PITALITO,HUAWEI
SANTA MARTA (CT),APPLE
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),OTRA
PUERTO LLERAS,MOTOROLA
VILLAVICENCIO (CT),MOTOROLA
CHACHAGUI,SAMSUNG
IPIALES,HUAWEI
PASTO (CT),HUAWEI
PASTO (CT),LENOVO
PASTO (CT),MOTOROLA
PASTO (CT),SAMSUNG
TUQUERRES,SAMSUNG
TUQUERRES,APPLE
CUCUTA (CT),SAMSUNG
ARMENIA (CT),LG
ARMENIA (CT),MOTOROLA
LA TEBAIDA,AVVIO
LA TEBAIDA,APPLE
MONTENEGRO,NOKIA
PEREIRA (CT),HUAWEI
PEREIRA (CT),HUAWEI
PEREIRA (CT),SAMSUNG
BARRANCABERMEJA,SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),BLU
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),HUAWEI
CIMITARRA,SAMSUNG
GIRON,LENOVO
PIEDECUESTA,SAMSUNG
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),APPLE
CARMEN DE APICALA,APPLE
ESPINAL,MOTOROLA
IBAGUE (CT),SAMSUNG
IBAGUE (CT),AVVIO
IBAGUE (CT),LG
IBAGUE (CT),ALCATEL
ORTEGA,SAMSUNG
BUENAVENTURA,MOTOROLA
BUENAVENTURA,SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),NOKIA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),ALCATEL
PALMIRA,SAMSUNG
YUMBO,MOTOROLA
ENVIGADO,LG
ITAGUI,SAMSUNG
ITAGUI,SAMSUNG
ITAGUI,SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),SAMSUNG
DUITAMA,SAMSUNG
PAIPA,OTRA
SABOYA,ALCATEL
MANIZALES (CT),SAMSUNG
MANIZALES (CT),ASUS
PENSILVANIA,NOKIA
FLORENCIA (CT),AVVIO
FLORENCIA (CT),SAMSUNG
SAN VICENTE DEL CAGUAN,SAMSUNG
POPAYAN (CT),NOKIA
POPAYAN (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),SONY
POPAYAN (CT),APPLE
POPAYAN (CT),ZTE
POPAYAN (CT),LG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),MOTOROLA
TADO,ALCATEL
LORICA,APPLE
MONTERIA (CT),SONY
MONTERIA (CT),HUAWEI
ANAPOIMA,SAMSUNG
ANAPOIMA,HUAWEI
ANAPOIMA,APPLE
ANAPOIMA,AVVIO
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),LENOVO
