BARRIO,SEXO
LA CANDELARIA C-10,MASCULINO
SAN JOAQUIN C-11,MASCULINO
ALTAVISTA C-16,MASCULINO
LORENA C-11,MASCULINO
CALLE NUEVA C-10,MASCULINO
CRISTO REY C-15,FEMENINO
LA CANDELARIA C-10,FEMENINO
PROGRESO C-5,MASCULINO
GALICIA,FEMENINO
CIUDADELA 20 DE JULIO,FEMENINO
CEVILLAR,MASCULINO
LA PAZ,FEMENINO
MEQUEJO,MASCULINO
VILLA LINDA MURILLO,FEMENINO
EL MIRADOR DEL BOSQUE,FEMENINO
BARRIO CENTRO,FEMENINO
RESIDENCIAL SIRATA,FEMENINO
BARRIO LA ESPERANZA,FEMENINO
FATIMA,FEMENINO
ESTAMBUL,MASCULINO
CENTRO,FEMENINO
NOGALES,FEMENINO
AVENIDA EL CIPRES,FEMENINO
LA LIBERTAD,FEMENINO
LA PAMBA,MASCULINO
URB. LA CEIBA,MASCULINO
SAN VICENTE,FEMENINO
VALLES DE IBARRA E-11,MASCULINO
MARIA PAZ E-8,MASCULINO
SANTA CATALINA E-8,FEMENINO
SANTA CATALINA E-8,MASCULINO
CASTILLA LA NUEVA E-8,FEMENINO
LA CASTELLANA E-12,FEMENINO
LA CASTELLANA E-12,FEMENINO
TAIRONA  E-8,MASCULINO
VALLADOLID      E-8,MASCULINO
LISBOA E-1,MASCULINO
PASADENA ROYAL E-11,FEMENINO
URB. ELTEJAR E-16,FEMENINO
URB. ELTEJAR E-16,FEMENINO
SAN CRISTOBAL E-4,FEMENINO
GRANADA SUR E-4,FEMENINO
EL RESTREPO E-15,MASCULINO
JOSE JOAQUIN VARGAS E-12,MASCULINO
SAN ISIDRO E-4,MASCULINO
CHAPINERO CENTRAL E-2,FEMENINO
EL AMPARO E-8,MASCULINO
MANDALAY I ETAPA E-8,MASCULINO
SAN VICTORINO E-3,MASCULINO
BOYACA REAL E-10,MASCULINO
BACHUE E-10,MASCULINO
LA PERSEVERANCIA E-3,MASCULINO
LAS MARGARITAS E-1,FEMENINO
CHAPINERO CENTRAL E-2,MASCULINO
MODELO E-12,MASCULINO
RESTREPO E-15,FEMENINO
LA SOLEDAD E-13,MASCULINO
URB. PINOS DE LOMBARDIA E-11,FEMENINO
COUNTRY SUR E-18,MASCULINO
COUNTRY SUR E-18,MASCULINO
OLAYA E-18,MASCULINO
COLINA LINDA E-11,FEMENINO
TEUSAQUILLO E-13,MASCULINO
JUAN PABLO II E-19,MASCULINO
LOS NARANJOS EL RETAZO E-7,FEMENINO
SUCRE E-2,FEMENINO
SAN ANTONIO E-1,MASCULINO
CIUDAD JARDIN SUR E-15,FEMENINO
BANDERAS E-8,FEMENINO
SAN VICENTE FERRER E-6,MASCULINO
SAN VICTORINO E-3,MASCULINO
GALERIAS E-13,MASCULINO
LAS TUNAS,FEMENINO
LAS TUNAS,FEMENINO
CENTRO,MASCULINO
DIEGO DE OSPINA,FEMENINO
EFRAIN ROJAS TRUJILLO,MASCULINO
LA LIBERTAD,MASCULINO
CENTRO,FEMENINO
LA TOMA,MASCULINO
LA LUCHA 19 DE ABRIL,MASCULINO
CIUDADELA 29 DE JULIO,MASCULINO
VILLA JULIA,MASCULINO
CANAIMA,FEMENINO
MARACOS,FEMENINO
MARACOS,FEMENINO
ESMERALDA,MASCULINO
EL ROSARIO,MASCULINO
AQUINE I,MASCULINO
LUIS CARLOS GALAN,MASCULINO
JULIAN BUCHELI,FEMENINO
PANDIACO,MASCULINO
BOMBONA,MASCULINO
PARANA,FEMENINO
PUENTE DEL MORRO,FEMENINO
BARRIO CARORA,MASCULINO
BARRIO MONTEBELLO,MASCULINO
SECTOR CENTRO COMERCIAL MOCAWA,FEMENINO
PARQUE DE RECREACION,MASCULINO
CENTRO,MASCULINO
LOS SAUCES,FEMENINO
LA VILLA,FEMENINO
CENTRO (A) PEREIRA,FEMENINO
COLOMBIA,MASCULINO
PALMIRA,FEMENINO
CENTRO,FEMENINO
CENTRO,FEMENINO
LA CEIBA,MASCULINO
GARCIA ROVIRA,FEMENINO
LA CONCORDIA,MASCULINO
VDA. LOS CAUCHOS,FEMENINO
EL PESEBRE,FEMENINO
CENTRO,FEMENINO
CENTRO,FEMENINO
CHACARITA,FEMENINO
EL CORTIJO,FEMENINO
URB LA TOSCANA,MASCULINO
CENTRO,FEMENINO
EL TRIUNFO,MASCULINO
CIUDADELA FLORALIA E6,MASCULINO
JORGE ELIECER GAITAN E6,FEMENINO
VALLADO E15,MASCULINO
MELENDEZ E18,FEMENINO
FLORA INDUSTRIAL E4,MASCULINO
SILOE E20,MASCULINO
SUCRE E9,MASCULINO
URB. TEQUENDAMA E19,MASCULINO
EL JORDAN E18,MASCULINO
SUCRE E9,FEMENINO
LAS CEIBAS E7,FEMENINO
LOS COMUNEROS II E13,MASCULINO
BENJAMIN HERRERA E8,FEMENINO
PARCELACIONES PANCE E22,MASCULINO
NUEVA FLORESTA E12,MASCULINO
ALAMEDA,MASCULINO
ROSALPI,MASCULINO
SALENTO,MASCULINO
LA PRADERA,MASCULINO
SAN PIO,MASCULINO
EL ROSARIO,FEMENINO
SAN JOSE,MASCULINO
SANTA MARIA DE LOS ANGELES C-14,MASCULINO
ESTACION VILLA C-10,MASCULINO
CALAZANS C-12,MASCULINO
LA CANDELARIA C-10,FEMENINO
SAN JAVIER 1 C-13,MASCULINO
LA CANDELARIA C-10,FEMENINO
LA LOMA DE LOS BERNAL C-16,MASCULINO
LA PALMA C-16,MASCULINO
PEDREGAL C-6,MASCULINO
TENCHE C-15,MASCULINO
SAN BENITO C-10,MASCULINO
DOCE DE OCTUBRE 2 C-6,FEMENINO
LOS ANGELES C-10,MASCULINO
BELEN C-16,MASCULINO
LA CANDELARIA C-10,MASCULINO
LA CANDELARIA C-10,FEMENINO
VILLA FLORA C-7,MASCULINO
LOS LAGOS,MASCULINO
ALTO DE LAS FLORES,FEMENINO
EL PORVENIR,MASCULINO
MONTECRISTO,FEMENINO
EL HIPODROMO,MASCULINO
EL PARQUE,FEMENINO
EL TUCAN,MASCULINO
TERRANOVA I,MASCULINO
SECTOR LAS ACACIAS,MASCULINO
BARRIO EL BOSQUE,FEMENINO
LOS ALPES,FEMENINO
EL LAGUITO,MASCULINO
SAN ANTONIO,FEMENINO
PALERMO,MASCULINO
SAN JOAQUIN,FEMENINO
EL TIMY,FEMENINO
LA ESMERALDA,MASCULINO
URB. FUCHA,FEMENINO
LOS CAMPOS,MASCULINO
MANUELA BELTRAN,MASCULINO
ESPERANZA,FEMENINO
LAS MERCEDES,FEMENINO
VEREDA LAS MARCELITAS,FEMENINO
EL CANHITO,MASCULINO
BUENAVISTA,FEMENINO
EL CENTRO,MASCULINO
JUAN XX I I I,MASCULINO
LA JULIA,MASCULINO
SAN JOSE,MASCULINO
MONTEVERDE,FEMENINO
EL CENTRO,MASCULINO
EDMUNDO LÒPEZ,FEMENINO
EDMUNDO LÒPEZ,FEMENINO
LAGO GAITAN E-2,FEMENINO
QUINTA CAMACHO E-2,FEMENINO
HACIENDA LOS MOLINOS E-18,FEMENINO
SANTA LIBRADA E-5,MASCULINO
CHAPINERO CENTRAL E-2,FEMENINO
FONTIBON CENTRO E-9,MASCULINO
ALOHA SUR E-8,MASCULINO
CHICO NORTE II SECTOR E-1,MASCULINO
LA ESTANCIA E-9,FEMENINO
SAN JORGE E-18,MASCULINO
SAN JORGE E-18,FEMENINO
URB. INDUSTRIAL PENSILVANIA E-16,FEMENINO
PINO ALTO E-11,MASCULINO
PATIO BONITO I E-8,FEMENINO
CHAPINERO CENTRAL E-2,FEMENINO
CIUDAD JARDIN SUR E-15,MASCULINO
MARIA PAZ E-8,MASCULINO
URB. PEPE VALL SERRA E-11,MASCULINO
LAS ORQUIDEAS E-1,MASCULINO
LAS AGUAS E-3,FEMENINO
LOS ANDES E-12,MASCULINO
LAS CRUCES E-3,MASCULINO
TUNALITO E-6,MASCULINO
ABRAHAM LINCON E-8,FEMENINO
LAGO GAITAN E-2,FEMENINO
LISBOA E-1,FEMENINO
POLO CLUB E-12,FEMENINO
URB. PONTEVEDRA I SECTOR E-11,MASCULINO
URB. LA PUERTA DEL SOL E-11,FEMENINO
MARTIRES E-14,MASCULINO
ANTIGUO COUNTRY E-2,FEMENINO
SAN MATEO,FEMENINO
CENTRO,MASCULINO
ENTRERIOS,FEMENINO
CARIBE,FEMENINO
LOS ARRAYANES,MASCULINO
ESTADIO DE FUTBOL,FEMENINO
GRANJAS COMUNITARIAS,FEMENINO
CENTRO,MASCULINO
MARIA EUGENIA,MASCULINO
VEREDA YARI,MASCULINO
SANTA FE,FEMENINO
VILLA SUAREZ,MASCULINO
VILLA SUAREZ,MASCULINO
CATUMARE,FEMENINO
BARZAL BAJO,FEMENINO
PARQUE BOLIVAR,FEMENINO
EL BOSQUE,FEMENINO
VILLA DOCENTE,MASCULINO
CENTRO,FEMENINO
SAN DIEGO NORTE,MASCULINO
LAS CUADRAS,MASCULINO
MORASURCO,MASCULINO
BARRIO LA HERMITA,MASCULINO
BARRIO GAITAN,MASCULINO
BARRIO SAN JOSE,MASCULINO
BARRIO PATIO CENTRO,MASCULINO
VDA. VILLAGLORIA,FEMENINO
SIMON BOLIVAR,FEMENINO
CALIMA,MASCULINO
SECTOR PORTAL DEL QUINDIO,FEMENINO
CENTRO,MASCULINO
VDA.LA POPA,MASCULINO
VDA.LA POPA,MASCULINO
SECTOR COCONI,FEMENINO
GALICIA ALTA,FEMENINO
CENTRO (A) PEREIRA,FEMENINO
TORCOROMA,MASCULINO
VILLAROSA,MASCULINO
ANTONIA SANTOS,MASCULINO
CENTRO,FEMENINO
CENTRO,FEMENINO
MOLINOS BAJOS,FEMENINO
PUERTO MADERO,MASCULINO
URB. CATALUNHA,FEMENINO
LAS MERCEDES,MASCULINO
EL ROCIO,MASCULINO
BELARCAZAR,FEMENINO
PUEBLO NUEVO,FEMENINO
ALFONSO LOPEZ I E7,MASCULINO
MANUELA BELTRAN E14,MASCULINO
LAS ORQUIDEAS E14,MASCULINO
EL INGENIO E17,FEMENINO
SAN LUIS E6,MASCULINO
LA HACIENDA E17,FEMENINO
EL CALVARIO E3,MASCULINO
REPUBLICA ISRAEL E16,MASCULINO
ALFONSO B. ARAGON E14,FEMENINO
GUAYAQUIL E9,MASCULINO
VILLA DEL SUR E11,MASCULINO
JUNIN E9,FEMENINO
CIUDAD CORDOBA E15,MASCULINO
VIPASA E2,MASCULINO
LILI E17,MASCULINO
EL INGENIO E17,FEMENINO
EL REMANSO E21,MASCULINO
POPULAR E4,MASCULINO
SAN PEDRO E3,FEMENINO
CGTO LA BUITRERA E18,FEMENINO
GUAYAQUIL E9,FEMENINO
SAN ANTONIO,FEMENINO
CIUDAD SUR E24,FEMENINO
PORTAL DE JAMUNDI E24,FEMENINO
LA INMACULADA,FEMENINO
CIUDADELA DEL NORTE,FEMENINO
MORAVIA  C-4,MASCULINO
LAS CASITAS,MASCULINO
SANTA MARIA # 1,MASCULINO
CRISTO REY C-15,FEMENINO
CUARTA BRIGADA C-11,MASCULINO
SAN BENITO C-10,MASCULINO
UINIVERSIDAD DE ANTIOQUIA  C-4,FEMENINO
EL POBLADO C-14,FEMENINO
LA AGUACATALA C-14,FEMENINO
NUEVA VILLA DE ABURRA C-16,MASCULINO
ESTADIO C-11,MASCULINO
ROBLEDO C-7,MASCULINO
LA CANDELARIA C-10,MASCULINO
LA CANDELARIA C-10,MASCULINO
BELEN C-16,MASCULINO
LORENA C-11,MASCULINO
CRISTO REY C-15,MASCULINO
PATIO BONITO C-14,FEMENINO
BOMBONA 1 C-10,MASCULINO
LA PINHUELA  C-4,FEMENINO
LA COLINA C-15,-
LA CANDELARIA C-10,FEMENINO
AVENIDA GALAN HOYO,MASCULINO
LA BODEGA,-
LA BODEGA,-
LA BODEGA,-
LA CEIBA,FEMENINO
SAN FELIPE,FEMENINO
SILENCIO,FEMENINO
VILLA MUVDI,MASCULINO
VILLA MUVDI,MASCULINO
BARRIO PASTRANA,MASCULINO
BARRIO CENTRO,MASCULINO
BARRIO SANTA INES,FEMENINO
CENTRO,FEMENINO
BARRIO MESOPOTAMIA,FEMENINO
BARRIO CHIPRE,FEMENINO
SAN ANTONIO,FEMENINO
ALTA SUIZA,FEMENINO
ALTA SUIZA,FEMENINO
CIUDADELA HABITACIONAL SIGLO XXI,FEMENINO
EL PRADO,FEMENINO
JUAN XXIII,FEMENINO
LUIS HERNANDEZ VARGAS,MASCULINO
LOS ALMENDROS,FEMENINO
BOLIVAR,FEMENINO
CENTRO,MASCULINO
VALENCIA,MASCULINO
LAS DOS AGUAS,FEMENINO
ANTONIO NARINHO,MASCULINO
ICHAGUA,MASCULINO
EL CARMEN,MASCULINO
EL CENTRO,MASCULINO
EL CENTRO,MASCULINO
COLON,FEMENINO
LA GRANJA,FEMENINO
LA JULIA,FEMENINO
LACHARME,FEMENINO
EL CENTRO,MASCULINO
EL POA E-11,MASCULINO
ACACIAS SUR E-19,FEMENINO
BONANZA E-10,FEMENINO
CIUDAD SALITRE II E-13,FEMENINO
BOSQUE DE LOS PINOS E-1,FEMENINO
CENTRO E-3,FEMENINO
TEUSAQUILLO E-13,FEMENINO
ALTAMIRA E-4,MASCULINO
URB. LA ASUNCION E-16,MASCULINO
BARRIOS UNIDOS E-12,MASCULINO
SANTA INES E-3,MASCULINO
GUSTAVO RESTREPO E-18,MASCULINO
LAS NIEVES E-3,FEMENINO
SAN VICTORINO E-3,FEMENINO
CHAPINERO CENTRAL E-2,FEMENINO
SAN VICTORINO E-3,MASCULINO
URB. VILLA ELISA E-11,FEMENINO
SAN LUIS E-13,MASCULINO
TEUSAQUILLO E-13,FEMENINO
LAS DOS AVENIDAS E-8,MASCULINO
VILLA MARIA I E-11,FEMENINO
LA CANDELARIA E-3,FEMENINO
RICAURTE E-14,FEMENINO
LA CALLEJA E-1,FEMENINO
PALESTINA E-7,MASCULINO
LA CAPUCHINA E-3,MASCULINO
VENECIA E-6,MASCULINO
GRAN COLOMBIANO E-8,FEMENINO
AZUCENA SECTOR EL TRIANGULO E-7,MASCULINO
SAN JOSE DE FONTIBON E-9,FEMENINO
GALERIAS E-13,MASCULINO
MARTIRES E-14,MASCULINO
EL ENCANTO E-10,MASCULINO
ANTIGUO COUNTRY E-2,FEMENINO
LAS AGUAS E-3,MASCULINO
MARLY E-2,MASCULINO
URB. SAN PATRICIO E-1,MASCULINO
MANDALAY I ETAPA E-8,FEMENINO
LA CABRERA E-2,FEMENINO
CHICO I E-2,FEMENINO
SAN VICTORINO E-3,MASCULINO
URB. PONTEVEDRA I SECTOR E-11,FEMENINO
MULTIFAMILIAR VILLA EMILIA E-8,FEMENINO
VITELMA E-4,MASCULINO
CHAPINERO CENTRAL E-2,MASCULINO
EL POA E-11,MASCULINO
QUINDIO E-4,MASCULINO
CENTRO ADMINISTRATIVO E-17,FEMENINO
VILLAS DE GRANADA E-10,MASCULINO
LA CABANHA E-9,FEMENINO
SAN MIGUEL,FEMENINO
CIUDAD VERDE,MASCULINO
ALTOS DEL BOSQUE I,MASCULINO
NORTE,MASCULINO
NORTE,MASCULINO
NORTE,MASCULINO
EL JARDIN,FEMENINO
PINHON,FEMENINO
URBANIZACION SANTA LUCIA,FEMENINO
SANTA CRUZ,MASCULINO
CORREGIMIENTO SEVILLA,MASCULINO
SANTA INES,MASCULINO
CAUDAL ORIENTAL,FEMENINO
CAUDAL ORIENTAL,FEMENINO
TORRES DE SAN JUAN,MASCULINO
BRISAS DEL GUATIQUIA,MASCULINO
AVENIDA PANAMERICANA,MASCULINO
EL DORADO,FEMENINO
LA ROSA,FEMENINO
SAN IGNACIO,MASCULINO
BARRIO CENTRO,FEMENINO
BARRIO EL GUAMO,MASCULINO
VDA.ALTO DEL RIO,MASCULINO
ZONA CENTRO,MASCULINO
ZONA CENTRO,MASCULINO
CENTRAL,FEMENINO
BYRON GAVIRIA,MASCULINO
LA ESPERANZA,MASCULINO
SECTOR PARQUE EL LAGO,MASCULINO
ALFONSO LOPEZ,FEMENINO
SECTOR INVICO,FEMENINO
KENNEDY,MASCULINO
LA FLORESTA,FEMENINO
GAITAN,MASCULINO
LA AURORA,FEMENINO
GIRARDOT,MASCULINO
DIAMANTE II,FEMENINO
MUTIS,MASCULINO
NUEVO SOTOMAYOR,FEMENINO
BELENCITO,MASCULINO
CIUDADELA NUEVO GIRON,FEMENINO
CABECERA DEL LLANO P/TA,MASCULINO
SANTA ANA,FEMENINO
LIBERTADOR,FEMENINO
SANTA HELENA,MASCULINO
SANTA HELENA,FEMENINO
MIROLINDO,FEMENINO
CALLE PRIMERA,MASCULINO
CENTRO,FEMENINO
CENTRO,FEMENINO
EL RETIRO E15,FEMENINO
SANTA ELENA E10,MASCULINO
ALFEREZ REAL E18,FEMENINO
SILOE E20,MASCULINO
SAN JOAQUIN E17,FEMENINO
PAMPA LINDA E19,FEMENINO
PRIMERO DE MAYO E17,FEMENINO
LILI E17,FEMENINO
CALIMA E4,FEMENINO
EL CEDRO E19,MASCULINO
SAN NICOLAS E3,MASCULINO
URB. TEQUENDAMA E19,FEMENINO
LA MERCED E3,MASCULINO
CANEY E17,FEMENINO
TERRON COLORADO E1,FEMENINO
CGTO HORMIGUERO E22,FEMENINO
MANUELA BELTRAN E14,FEMENINO
URB. MILITAR E19,MASCULINO
SAN VICENTE E2,FEMENINO
LA MERCED E3,FEMENINO
NUEVA TEQUENDAMA E19,MASCULINO
SANTA BARBARA,FEMENINO
LAS MALVINAS,MASCULINO
EL BOSQUE,MASCULINO
ALCALA,FEMENINO
EL ESMERALDAL,MASCULINO
BARRIOS UNIDOS,MASCULINO
SAN BERNARDO C-16,FEMENINO
ALFONSO LOPEZ C-5,MASCULINO
LA CANDELARIA C-10,FEMENINO
BARRIO COLON C-10,MASCULINO
LOPEZ DE MESA C-7,FEMENINO
MANRIQUE 2  C-3,MASCULINO
BELEN C-16,FEMENINO
LA CANDELARIA C-10,FEMENINO
CALAZANS C-12,MASCULINO
VILLA CARLOTA C-14,MASCULINO
GUAYAQUIL C-10,FEMENINO
SAN BENITO C-10,FEMENINO
LAS MERCEDES C-16,MASCULINO
LA FLORIDA C-14,MASCULINO
EL POBLADO C-14,FEMENINO
EL POBLADO C-14,MASCULINO
GUAYAQUIL C-10,FEMENINO
LA CANDELARIA C-10,FEMENINO
ENTREAMIGOS,FEMENINO
PRADOS DE SABANETA,FEMENINO
LAS BODEGAS,FEMENINO
LA ALBORAYA,FEMENINO
EL CARMEN,FEMENINO
ZONA RURAL,FEMENINO
JAGUEY DE VILLA ESPERANZA,MASCULINO
MANZANILLO,MASCULINO
CARTAGENITA,MASCULINO
BARRIO YATI,MASCULINO
BARRIO CENTRO,MASCULINO
LA NUBIA,MASCULINO
CENTRO,FEMENINO
BAJO TABLAZO,FEMENINO
BAJA SUIZA,MASCULINO
RODRIGO TURBAY 1 ETAPA,FEMENINO
JUAN XXIII,MASCULINO
VILLA SALEM,FEMENINO
CASIMENA,FEMENINO
VDA RIO BLANCO NORTE,-
EL EMPEDRADO,FEMENINO
CENTRO,MASCULINO
EL PROGRESO,MASCULINO
LAS PALMAS,MASCULINO
LA ESPERANZA,FEMENINO
LA GRANJA,MASCULINO
RISARALDA,MASCULINO
LA JULIA,FEMENINO
BUENAVISTA,FEMENINO
RISARALDA,FEMENINO
RISARALDA,FEMENINO
MOGAMBO,MASCULINO
VILLA ROSARIO,FEMENINO
SAN JORGE CENTRAL E-15,FEMENINO
VOTO NACIONAL E-14,FEMENINO
CIUDAD DE CALI E-8,FEMENINO
URB. ELTEJAR E-16,MASCULINO
PATIO BONITO I E-8,FEMENINO
LOS NARANJOS E-7,MASCULINO
CHICO NORTE I E-2,MASCULINO
CENTENARIO E-9,MASCULINO
FLORIDA SUR ALTO E-19,MASCULINO
VOTO NACIONAL E-14,MASCULINO
ALCALA  E-11,FEMENINO
VENECIA E-6,FEMENINO
URB. ORTEZAL E-16,MASCULINO
LAS DOS AVENIDAS E-8,MASCULINO
SANTA ISABEL OCCIDENTAL E-16,MASCULINO
VENECIA E-6,MASCULINO
RESTREPO E-15,MASCULINO
URB. TIMIZA E-8,MASCULINO
HIPOTECHO OCCIDENTAL E-8,MASCULINO
LOS CEDRITOS E-1,MASCULINO
CHICO NORTE II E-2,MASCULINO
ALCAZARES E-12,MASCULINO
EL TUNAL II E-6,MASCULINO
SANTA ISABEL E-14,MASCULINO
URB. MAZUREN I SECTOR E-11,MASCULINO
SAN FRANCISCO E-19,MASCULINO
SUCRE E-2,MASCULINO
EL RESTREPO E-15,MASCULINO
GUSTAVO RESTREPO E-18,MASCULINO
MARIA PAZ E-8,MASCULINO
LA SOLEDAD E-13,FEMENINO
CASTILLA REAL     E-8,MASCULINO
EL CARMEN,MASCULINO
CENTRO,FEMENINO
CANAIMA,MASCULINO
ALAMOS NORTE,FEMENINO
SANTA CLARA,FEMENINO
SANTA CLARA,FEMENINO
MONSERRATE,MASCULINO
MANZANARES,MASCULINO
LUIS CARLOS GALAN ETAPA I,MASCULINO
CANDIDO LEGUIZAMO,MASCULINO
SANTA ISABEL,FEMENINO
NARINHO (C-1),MASCULINO
CAMELLON 20 DE JULIO   (C-1),MASCULINO
LA PAZ,FEMENINO
GAIRA CENTRO,MASCULINO
GAITAN,FEMENINO
CENTRO,FEMENINO
REMANSOS DE ROSA BLANCA,FEMENINO
LA ESMERALDA,MASCULINO
BARZAL BAJO,FEMENINO
PORFIA,MASCULINO
7 DE AGOSTO,MASCULINO
AVENIDA PANAMERICANA,MASCULINO
SANTA FE,MASCULINO
BOMBONA,FEMENINO
LAS CUADRAS,MASCULINO
MARIDIAZ,MASCULINO
SENDOYA,MASCULINO
CENTRO,MASCULINO
MARIDIAZ,FEMENINO
BOLIVAR,MASCULINO
BARRIO SAN EDUARDO,MASCULINO
CENTRO COMERCIAL CALIMA,FEMENINO
EL RECREO,MASCULINO
LA CABANHA,-
CENTRO,FEMENINO
LA JULIA,MASCULINO
GUADALUPE,MASCULINO
SECTOR EL ESTADIO,FEMENINO
SECTOR PLAZA DE BOLIVAR,FEMENINO
SECTOR PUENTES DE LA 9A CON 12,MASCULINO
CARACOL LA CURVA,MASCULINO
INTERMEDIO (V/SANTANA),MASCULINO
EL TRIUNFO,FEMENINO
YARIMA,FEMENINO
CENTRO,MASCULINO
SAN FRANCISCO,FEMENINO
SAN ALONSO,MASCULINO
BOLIVAR,MASCULINO
LA AURORA,FEMENINO
LAGOS I,FEMENINO
URB. ALTOS DE BELLAVISTA,MASCULINO
EL PALENQUE,MASCULINO
LA POPA,MASCULINO
SAN JOSE,MASCULINO
SANTA CATALINA,FEMENINO
20 DE JULIO,FEMENINO
20 DE JULIO,FEMENINO
FORD,MASCULINO
ALTO FORD,MASCULINO
PUERTA ROJA,MASCULINO
SAN CARLOS,FEMENINO
LA PALMA,FEMENINO
VRDA. SANTO DOMINGO,MASCULINO
CENTRO,FEMENINO
PALMERAS,FEMENINO
CENTENARIO,MASCULINO
VIA PANAMERICANA,FEMENINO
VIA PANAMERICANA,FEMENINO
CENTRO,FEMENINO
ALTAMAR,FEMENINO
CANHAVERALES - LOS SAMANES E17,MASCULINO
VILLA DEL PRADO - EL GUABITO E5,FEMENINO
EL LIMONAR E17,MASCULINO
EL PENHON E3,FEMENINO
EUCARISTICO E19,FEMENINO
PANAMERICANO E10,MASCULINO
MARIANO RAMOS E16,MASCULINO
SAN ANTONIO E3,FEMENINO
URBANIZACION LA MERCED E2,MASCULINO
URBANIZACION LA MERCED E2,MASCULINO
SAN FERNANDO NUEVO E19,MASCULINO
VDA. EL LLANITO,MASCULINO
VDA. EL LLANITO,MASCULINO
PRIMERO DE MAYO,MASCULINO
SAN CAYETANO,FEMENINO
LA EMILIA,FEMENINO
EL PORTAL,FEMENINO
CENTRO,MASCULINO
DITAIRES,MASCULINO
SANTA CRUZ  C-2,FEMENINO
LA CANDELARIA C-10,MASCULINO
CASTILLA C-5,FEMENINO
CASTILLA C-5,FEMENINO
LA CANDELARIA C-10,FEMENINO
SAN DIEGO C-10,FEMENINO
BELEN C-16,MASCULINO
SANTA FE C-15,FEMENINO
ESTADIO C-11,MASCULINO
ESTADIO C-11,FEMENINO
CORAZON DE JESUS C-10,FEMENINO
EL POBLADO C-14,FEMENINO
ESTADIO C-11,FEMENINO
FLORIDA NUEVA C-11,MASCULINO
SAN PEDRO  C-4,MASCULINO
GUAYABAL C-15,MASCULINO
EL POBLADO C-14,MASCULINO
ESTADIO C-11,MASCULINO
SANTA INES  C-3,FEMENINO
BARRIO COLOMBIA C-14,MASCULINO
MOSCU 1  C-2,MASCULINO
EL POBLADO C-14,MASCULINO
ESTADIO C-11,MASCULINO
EVERFIT C-5,FEMENINO
LAURELES C-11,MASCULINO
CRISTO REY C-15,MASCULINO
CALLE REAL,FEMENINO
VDA. PUERTO TOMAS,MASCULINO
LA VICTORIA,MASCULINO
SAN LUIS,FEMENINO
SAN JORGE,MASCULINO
JARDIN DEL NORTE,FEMENINO
LAS AMERICAS,MASCULINO
CENTRO,MASCULINO
BARRIO CENTRO,MASCULINO
BARRIO AQUIMIN,MASCULINO
BARRIO AQUIMIN,MASCULINO
FUNDADORES,FEMENINO
BARRIO LA ASUNCION,MASCULINO
BAJO TABLAZO,MASCULINO
LOS MOLINOS,FEMENINO
LA FLORIDA,FEMENINO
CARIBABARE,FEMENINO
LOS SAUCES,MASCULINO
CGTO SAN SEBASTIAN,FEMENINO
VILLA MELISA,FEMENINO
TACASUAN,MASCULINO
EL CENTRO,FEMENINO
YOMASA NORTE E-5,MASCULINO
VERACRUZ E-3,MASCULINO
MARIA PAZ E-8,MASCULINO
GALERIAS E-13,MASCULINO
FONTIBON CENTRO E-9,FEMENINO
VILLA MAYOR E-15,MASCULINO
EL AMPARO E-8,MASCULINO
SANTA ISABEL E-14,MASCULINO
LA FAVORITA E-14,MASCULINO
HIPOTECHO OCCIDENTAL E-8,FEMENINO
SAN JORGE E-18,MASCULINO
7 DE AGOSTO E-12,MASCULINO
ESTRELLA E-13,MASCULINO
CARVAJAL E-8,MASCULINO
VENECIA E-6,MASCULINO
GRAN COLOMBIANO E-8,MASCULINO
GALERIAS E-13,FEMENINO
FLORALIA E-8,FEMENINO
DANUBIO AZUL E-5,FEMENINO
EL CARMEN E-9,MASCULINO
SAN JOSE ORIENTAL E-4,MASCULINO
CENTRO,MASCULINO
URB. LOS DESEOS,FEMENINO
URB. LOS DESEOS,FEMENINO
MANZANARES,FEMENINO
CANDIDO LEGUIZAMO,FEMENINO
LOS ANDAQUIES,FEMENINO
TUQUILA,FEMENINO
20 DE JULIO,MASCULINO
VEREDA PUENTE AMARILLO,MASCULINO
VEREDA VANGUARDIA,MASCULINO
VEREDA LAS MERCEDES,FEMENINO
SANTA HELENA I,FEMENINO
TERMINAL TRASPORTES,FEMENINO
SAN FELIPE,MASCULINO
LA CAROLINA,MASCULINO
CENTRO,MASCULINO
CORAZON DE JESUS,MASCULINO
JAMONDINO,MASCULINO
LOS ROBLES,FEMENINO
CENTRO,FEMENINO
CENTRO,MASCULINO
EL BOSQUE,FEMENINO
"LA FACHADA I,II Y III",MASCULINO
VILLA LILIANA,FEMENINO
GRANADA,MASCULINO
ZONA CENTRO,MASCULINO
LA AURORA,FEMENINO
EL TRIUNFO,MASCULINO
INTERMEDIO (V/SANTANA),MASCULINO
CENTRO (B) PEREIRA,MASCULINO
LAS GRANJAS,FEMENINO
PROVENZA,FEMENINO
MIRAMAR,FEMENINO
CENTRO,MASCULINO
CENTRO,MASCULINO
RAFAEL NUNHEZ,FEMENINO
MI REFUGIO,FEMENINO
EL BONGO,FEMENINO
AV. LAS PENHITAS,FEMENINO
LA MANO DE DIOS,FEMENINO
LOS ANDES,FEMENINO
CENTRO,MASCULINO
