BARRIO,EDAD
LOS PINOS C-12,ADULTO
ESTACION VILLA C-10,ADULTOJOVEN
CORDOBA C-7,ADULTO
VILLANUEVA C-10,ADULTO
LA CANDELARIA C-10,ADULTO
LA CANDELARIA C-10,ADULTO
EL POBLADO C-14,ADULTOJOVEN
ROSALES C-16,ADULTOJOVEN
DON BOSCO,ADULTOJOVEN
SAN ROQUE,ADULTO
EL RECREO,ADULTOMAYOR
CENTRO,ADULTOMAYOR
SILENCIO,ADULTO
CENTRO,ANCIANO
REBOLO,ADULTO
CIUDADELA 20 DE JULIO,ADULTO
BARRIO BOYACA ALTO,ADOLESCENTE
SANTANDER,ADULTOMAYOR
BARRIO CENTRO,ADOLESCENTE
SEVILLA,ADULTO
VILLA UNIVERSITARIA,ADULTOMAYOR
CENTRO,ADULTO
VDA PURNIO,ADULTOMAYOR
SECTOR EL CABLE,ADULTOMAYOR
SECTOR EL CABLE,ADULTO
CENTRO,ADULTO
SECTOR BELLAS ARTES,ADOLESCENTE
CENTRO,ADULTOJOVEN
SECTOR EL CABLE,ADULTO
CENTRO,ADULTOJOVEN
CENTRO,ADULTOJOVEN
SECTOR EL CABLE,ADULTOJOVEN
SECTOR EL CABLE,ADULTO
EL RAICERO,ADULTOJOVEN
VILLAMONICA,ADULTO
EL CENTRO,ADULTO
VILLA MARIA,ADULTO
LUIS MARIA JIMENEZ,ADULTO
HOBO,ADULTOJOVEN
LOS ALMENDROS,ANCIANO
LOS ALMENDROS,ANCIANO
URBANIZACION PERPETUO SOCORRO,ADULTOMAYOR
VEREDA,ADULTO
GALAN,ADULTO
URB. LA RIVIERA,ADULTOJOVEN
CHUCHURUBI,ADULTO
SIMON BOLIVAR,ADULTO
LA ESTRADA E-10,ADULTOMAYOR
LOS CEDRITOS E-1,ADULTOMAYOR
LA CAPUCHINA E-3,ADULTOJOVEN
RESTREPO E-15,ADULTOJOVEN
LA GIRALDA E-9,ADULTO
LAGO GAITAN E-2,ADULTOJOVEN
LAS DELICIAS   E-8,ADULTOJOVEN
NIZA XII E-11,ADULTO
SANTA MATILDE I SECTOR E-16,ADULTOMAYOR
SAMPER E-3,ADULTOMAYOR
BOSQUE CALDERON E-2,ANCIANO
POLO CLUB E-12,ADULTO
SANTA ISABEL E-14,ANCIANO
PATIO BONITO I E-8,ADULTO
SAN ANTONIO E-15,ADULTO
CHICO I E-2,ADULTOMAYOR
EL CENTENARIO E-18,ADULTO
TINTAL    E-8,ADULTOJOVEN
VILLA DEL RINCON E-11,ADULTOMAYOR
CENTRO ANTONIO NARINHO E-13,ADULTO
VENECIA E-6,ADULTO
QUIROGA IHS ETAPA E-18,ADULTOJOVEN
CHAPINERO CENTRAL E-2,ADULTOJOVEN
URB. MANUELA BELTRAN E-19,ADULTO
URB. LA PUERTA DEL SOL E-11,ADULTOMAYOR
CHICO I E-2,ADULTOJOVEN
MARIA PAZ E-8,ADULTO
CHICO NAVARRA E-1,ADULTOJOVEN
URB. CLARET EL CARMEN E-6,ADULTOJOVEN
MARIA PAZ E-8,ADULTOMAYOR
LAS MARGARITAS E-8,ADULTOJOVEN
QUIROGA VII ETAPA E-18,ADULTOJOVEN
GALAN,ADULTO
CENTRO,ADULTO
BARRIO LA ESPERANZA,ADULTO
URBANIZACION EL TESORO,ADULTOJOVEN
URBANIZACION EL TESORO,ADULTOJOVEN
SAN FRANCISCO DE ASIS,ADULTO
SAN FRANCISCO DE ASIS,ADULTO
RAFAEL AZUERO MANCHOLA,ADULTO
SUCRE,ADULTOJOVEN
LOS PINOS,ADULTOJOVEN
TEYUNA,ADULTO
DON DIEGO,ADULTOJOVEN
CENTRO,ADULTO
RODADERO TRADICIONAL,ADULTO
CENTRO,ADULTO
VEREDA BARCELONA,ADULTOJOVEN
COMUNEROS,ADULTO
LA ESPERANZA VII ETAPA,ADULTO
CAUDAL ORIENTAL,ADULTO
PORVENIR,ADULTOMAYOR
CAMINO REAL,ADULTO
GUATIQUIA,ADULTOJOVEN
MONTECARLO,ADULTO
20 DE JULIO,ADULTOJOVEN
YERBABUENA,ADULTOJOVEN
AVENIDA PANAMERICANA,ADULTOJOVEN
CENTRO,ADULTOMAYOR
CRUZ VERDE,ADULTOJOVEN
CRUZ VERDE,ADULTOJOVEN
OBRERO,ADULTO
AVENIDA PANAMERICANA,ADULTOMAYOR
LORENZO,ADULTO
MARILUZ,ADULTO
MIRAFLORES I,ADULTOJOVEN
LA AURORA,ADULTOMAYOR
CHAPAL,ADULTOJOVEN
BARRIO QUINTA VELEZ,ADULTOMAYOR
BARRIO SANTO DOMINGO,ADULTOJOVEN
BARRIO LATINO,ANCIANO
BARIO LA RIVIERA,ADULTOJOVEN
BARRIO PATIO CENTRO,ADULTO
BARRIO SAN AGUSTIN,ADULTO
BARRIO SAN AGUSTIN,ADULTOJOVEN
CENTRO,ADULTOJOVEN
MONTEVIDEO,ADULTO
ZONA CENTRO,ADULTOMAYOR
PINARES DE SAN MARTIN,ADULTOJOVEN
JARDIN I,ADULTO
OLAYA HERRERA,ADULTOJOVEN
PRIMERO DE FEBRERO 1,ANCIANO
SECTOR VIADUCTO,ADULTOJOVEN
SECTOR PLAZA DE BOLIVAR,ADULTOJOVEN
LA ISLA (V/SANTANA),ADULTO
B. SAN VICENTE DE PAUL,ADULTO
B. SAN VICENTE DE PAUL,ADULTO
SANTA ANA,ADULTOJOVEN
GALAN GOMEZ,ADULTOJOVEN
VILLARELIS III,ADULTO
CABECERA DEL LLANO,ADULTOJOVEN
CABECERA DEL LLANO,ADULTOJOVEN
CENTRO,ADULTO
TRANSICION IV,ADULTOJOVEN
ANTIGUO CAMPESTRE,ADULTOMAYOR
DANGOND,ADULTOJOVEN
LA CONCORDIA,ADULTOJOVEN
LAGOS I,ADULTOJOVEN
LAGOS I,ADULTOJOVEN
ANILLO VIAL,ADULTO
VILLA MERLANO,ADULTOMAYOR
CENTRO,ADULTO
URB. LAS COLINAS,ADULTOJOVEN
URB. LAS COLINAS,ADULTOJOVEN
FLORENCIA,ADULTOMAYOR
LA MANO DE DIOS,ADULTOMAYOR
URB. LOS TEJARES,ADULTOMAYOR
CARMENZA ROCHA,ADULTO
CARMENZA ROCHA,ADULTO
CENTRO,ADULTOJOVEN
CENTRO,ADULTO
EL CARMEN,ADULTOMAYOR
LAS PALMERAS (URB.),ADULTOJOVEN
LAURELES,ADULTOJOVEN
PRADOS DEL NORTE,ADULTOMAYOR
JORDAN III ETAPA,ADOLESCENTE
LA MIEL,ADULTO
CENTRO,ADULTOJOVEN
EL CENTRO,ADULTO
EL POBLADO II E13,ADULTOMAYOR
JOSE M. MARROQUIN II E14,ADULTO
JOSE M. MARROQUIN II E14,ADULTO
LAS DELICIAS E4,ADULTOJOVEN
LOS GUADUALES E6,ANCIANO
CALIMIO DESEPAZ E21,ADULTO
CIUDAD CAPRI E17,ADULTO
CIUDAD CAPRI E17,ADULTO
COMPARTIR E21,ADULTOMAYOR
VENEZ - URB. CANHAVER E20,ADULTO
BASE AEREA E7,ADULTOJOVEN
MARIANO RAMOS E16,ADULTO
EL CEDRO E19,ADULTOJOVEN
PUERTO MALLARINO E7,ADULTOMAYOR
PRADOS DEL NORTE E2,ADULTO
COLSEGUROS ANDES E10,ADULTOMAYOR
VIA CALI CANDELARIA (23-S-6-1),ADULTOJOVEN
EL CARMELO,ADULTO
BOLIVAR E25,ADULTO
JOSE MARIA HERNANDEZ,ADULTOJOVEN
SAN GERMAN,ANCIANO
ZONA INDUSTRIAL #1,ADULTOJOVEN
CAROLINA,ADULTO
LAS PLAYAS C-16,ADULTOMAYOR
GUAYAQUIL C-10,ADULTOJOVEN
JESUS NAZARENO C-10,ADULTO
CASTILLA C-5,ADULTOJOVEN
CASTILLA C-5,ADULTOJOVEN
SANTA FE C-15,ADULTOJOVEN
ESTADIO C-11,ADULTO
LA MOTA C-16,ADULTO
PRADO C-10,ADULTOMAYOR
MANILA C-14,ADULTOMAYOR
UINIVERSIDAD DE ANTIOQUIA  C-4,ADULTO
FLORENCIA C-5,ADULTOJOVEN
LAS PALMAS C-10,ADULTO
LAS INDEPENDENCIAS C-13,ADULTOMAYOR
EL POBLADO C-14,ADULTOJOVEN
ESTACION VILLA C-10,ADULTOJOVEN
BARRIO COLOMBIA C-14,ADULTOJOVEN
EL CHAGUALO C-10,ADULTOJOVEN
LA FLORESTA C-12,ADULTOJOVEN
KENNEDY C-6,ADULTOJOVEN
ESTACION VILLA C-10,ADULTO
SANTA ANA,ADULTO
LA PRADERA,ADULTO
GRANADILLO,ADULTOJOVEN
SANTO DOMINGO DE GUZMAN,ADULTOJOVEN
VILLA SANTOS,ADULTOMAYOR
EL SANTUARIO,ADULTOJOVEN
VILLA SANTOS,ADULTOMAYOR
EL RIO,ADULTO
GETSEMANI,ADULTOJOVEN
EL PROGRESO,ADULTO
EL PROGRESO,ADULTO
EL PROGRESO,ADULTO
PLAZA PRINCIPAL LOS LIBERTADORES,ADULTOJOVEN
BARRIO CENTRO,ADULTOJOVEN
BARRIO EL TOPO,ADULTO
CENTRO,ADULTO
CENTRO,ADULTO
GUAYACANES,ADULTO
BARRIO CHIPRE,ADULTO
CENTRO,ADULTO
SECTOR COLEGIO INEM,ADULTOJOVEN
FUNDADORES,ADULTOJOVEN
CENTRO,ADULTOJOVEN
NUEVA GRANADA,ADULTOJOVEN
CENTRO,ADULTOJOVEN
SECTOR PARQUE SAN SEBASTIAN,ADULTO
ALTOS DE MOLINO,ADULTOMAYOR
EL VISO,ADULTO
CENTRO,ADULTOJOVEN
CENTRO,ADULTO
PONTEVEDRA,ADULTO
CIUDADELA 450 ANHOS,ADULTOMAYOR
LAS MARGARITAS,ADULTOJOVEN
MINUTO DE DIOS,ADULTO
ALTO KENNEDY,ADULTO
LA FLORESTA,ADULTOMAYOR
LA FLORIDA E-10,ADULTOJOVEN
BACHUE E-10,ADULTOJOVEN
LAS AGUAS E-17,ADULTOMAYOR
ROSALES E-2,ADULTOJOVEN
SAN VICTORINO E-14,ADULTOJOVEN
LAS NIEVES E-3,ADULTO
RINCON VILLA MAYOR E-6,OTRA
MARLY E-2,ADULTOJOVEN
RINCON DE LOS ANGELES  E-8,ADULTOMAYOR
EL TINTAL E-9,ADULTOJOVEN
MONTEVIDEO E-9,ADULTOJOVEN
OLAYA E-18,ADULTOJOVEN
URB. CATALINA E-8,ADULTOJOVEN
GUSTAVO RESTREPO E-18,ADULTOJOVEN
AURES II E-11,ADOLESCENTE
BOSQUE POPULAR E-10,ADULTOJOVEN
CIUDAD KENNEDY OCC E-8,ANCIANO
LOS PERIODISTAS E-8,ADULTOJOVEN
LA INDEPENDENCIA E-7,ADULTOJOVEN
SAN CRISTOBAL E-4,ANCIANO
OLARTE E-7,ADULTOJOVEN
LA SOLEDAD E-13,ADULTO
EL NEVADO E-5,ADULTOJOVEN
GALERIAS E-13,ADULTO
LA PERLA E-5,ADULTOJOVEN
RICAURTE E-14,ADULTOJOVEN
SIDAUTO E-10,ADULTO
CARVAJAL E-8,ADULTO
URB. LA CHUCUA E-8,ADULTOJOVEN
SANTANDER,ADULTOJOVEN
EL PROGRESO,ADOLESCENTE
EL RETIRO,ADULTO
CENTRO,ADULTO
SUR ORIENTALES,ADOLESCENTE
ACACIAS ETAPA II,OTRA
VILLA CAROLINA,ADULTOJOVEN
RODADERO SUR,ADULTO
13 DE JUNIO,ADULTO
TENERIA,ADULTOJOVEN
SAN FRANCISCO,ADULTO
LAS VEGAS,ADULTOJOVEN
BULEVAR LA 19,ADULTOJOVEN
CENTRO HISTORICO,OTRA
EL MANACACIAS,ADULTOJOVEN
VILLA JULIA,ADULTOJOVEN
VEREDA VANGUARDIA,ADULTO
VILLA JULIA,ADULTO
OLIMPICO,ADULTO
7 DE AGOSTO,ADULTOJOVEN
SAN BENITO,ADULTOJOVEN
EL BUQUE,ADULTOJOVEN
ARIGUANI,ADULTO
VILLA MARIA,ADULTOMAYOR
AVENIDA PANAMERICANA,ADULTOJOVEN
BALCONES DE LA FRONTERA,ADULTO
CHAMBU,ADULTO
LOS CHILCOS,ADULTOMAYOR
AVENIDA PANAMERICANA,ADULTO
LA RIVERA,ADULTO
SAN IGNACIO,ADULTOMAYOR
CHAPAL,ADULTOMAYOR
PLAZA DEL CARNAVAL,ADULTO
ESTADIO LIBERTAD,ADULTOJOVEN
AV. ESTUDIANTES,ADULTOJOVEN
CENTRO,ADULTO
ESTADIO LIBERTAD,ADULTOMAYOR
ESTADIO LIBERTAD,ADOLESCENTE
ESTADIO LIBERTAD,ADULTO
AV. CHAMPAGNAT,ADULTOJOVEN
CENTRO,ADULTO
CENTRO,ADULTOMAYOR
SANTA MONICA,ADULTO
ESTADIO LIBERTAD,ADULTOJOVEN
SAN JUAN BOSCO,ADULTOJOVEN
ESTADIO LIBERTAD,ADULTOMAYOR
ESTADIO LIBERTAD,ADULTOMAYOR
CENTRO,ADULTOMAYOR
NIZA II,ADULTOMAYOR
ESTADIO LIBERTAD,ADULTOJOVEN
JULIAN BUCHELI,ADULTO
JULIAN BUCHELI,ADULTO
ESTADIO LIBERTAD,ADULTOJOVEN
BACHUE,ADULTO
SIMON BOLIVAR,ADULTOJOVEN
BARRIO PRADOS DEL NORTE,ADULTO
BARRIO CERRO PICO,ADULTOJOVEN
BARRIO LATINO,ADULTO
BARRIO CENTRO,ADULTO
BARRIO VIDELSO,ADULTO
EL CENTRO,ADULTOJOVEN
BOSQUES DE PALERMO,ADULTOMAYOR
ECOMAR,ADULTOJOVEN
BOMBAY,ADOLESCENTE
LOS LAGOS,ADOLESCENTE
SECTOR PARQUE LA LIBERTAD,ANCIANO
SECTOR PLAZA DE BOLIVAR,ADULTOJOVEN
SECTOR GALERIA CENTRAL,ADOLESCENTE
SECTOR ZONA ROSA,ADULTOMAYOR
B. CENTRO,ANCIANO
B. CENTRO,ADULTO
EL CENTRO,ADULTO
EL TRAPICHE,ADULTOJOVEN
EL CENTRO,ADULTOJOVEN
GALAN GOMEZ,ADULTOJOVEN
CABECERA DEL LLANO,ADULTO
SAN GERARDO,ADULTOMAYOR
VILLAS DE SAN IGNACIO,ADULTOJOVEN
CALDAS,ADULTO
ALTAMIRA,ADOLESCENTE
LOS CAMBULOS,ADULTOMAYOR
POBLADO,ANCIANO
PALTO ALTO,ADULTOMAYOR
LAS DELICIAS,ADULTO
BOSTON,ADULTO
PLAZA MAJAGUAL,ADULTOMAYOR
PLAZA MAJAGUAL,ADULTOMAYOR
LIBERTADOR,ADULTOJOVEN
VRDA. AMAYARCO,ADOLESCENTE
VRDA. AMAYARCO,ADULTO
BALCANES,ADULTOMAYOR
QUINTAS,ANCIANO
MIRAMAR,ADULTOMAYOR
20 DE JULIO,ADULTO
VRDA. EL PINAL,ADULTOMAYOR
VRDA MALACHI,ADULTO
VIA BUENAVENTURA - BUGA,ADULTOJOVEN
CENTRO,ADULTO
EL CARMEN,ADULTO
ANTONIO NARINHO E16,ADULTOJOVEN
SAN CARLOS E11,ADULTOJOVEN
EL TRONCAL E8,ADULTOJOVEN
LILI E17,ADULTOJOVEN
VILLA DEL SUR E11,ADULTOJOVEN
PAMPA LINDA E19,ADULTOJOVEN
VALLE GRANDE E21,OTRA
LOS ALCAZARES E6,ADULTOJOVEN
EL LIDO E19,ADULTOJOVEN
LILI E17,ADULTO
LILI E17,ADULTO
JOSE MARIA CABAL,ADULTOMAYOR
SEMBRADOR,ADULTOJOVEN
OLIMPICO,ADULTOJOVEN
DEPORTIVO,ADULTOJOVEN
NAVARRA,ADULTOJOVEN
CIUDAD NIQUIA,ADULTO
LA ARBOLEDA,ADULTOJOVEN
MESA,ADULTOMAYOR
ZONA CENTRO,ANCIANO
PILSEN,ADULTOJOVEN
CENTRO,ADULTO
LA BOMBA,ADOLESCENTE
LAS VIOLETAS C-16,ADULTO
LAS ACACIAS C-11,ADULTOMAYOR
CONQUISTADORES C-11,ADULTO
ASTORGA C-14,ADULTOMAYOR
GUAYABAL C-15,ADULTOJOVEN
ESTACION VILLA C-10,ADULTOMAYOR
LA CANDELARIA C-10,ADULTOJOVEN
EL RODEO C-15,ADULTOJOVEN
BELEN C-16,ADULTOJOVEN
CRISTO REY C-15,ADULTOJOVEN
LA CANDELARIA C-10,ADULTOJOVEN
ASTORGA C-14,ADULTOJOVEN
LA CAMELIA,ADULTOJOVEN
CIUDADELA 20 DE JULIO,ADULTO
LOS ANGELES,ADULTOMAYOR
EL BOSQUE,ADULTOMAYOR
MIRAMAR,ADULTO
SOLEDAD 2000,ADULTOMAYOR
LAS GAVIOTAS,ADULTOMAYOR
LOS CUSULES,ADULTOJOVEN
EL CABRERO,ADULTOJOVEN
EL LAGUITO,ADULTO
BOCAGRANDE,ADULTOMAYOR
BARRIO CENTRO,ADULTOJOVEN
BARRIO CENTRO,ADULTOJOVEN
PARQUE PRINCIPAL,ADULTOMAYOR
CENTRO,ADULTOJOVEN
BARRIO LAS PENHITAS,ADULTO
LA PRADERA,ADULTOMAYOR
LA FELISA,ADULTOMAYOR
CENTENARIO,ANCIANO
LOS ALCAZARES,ADULTO
CENTRO,ADULTO
CENTRO,ADULTOMAYOR
PLAZA DE TOROS,ADULTOJOVEN
LA ESTRELLA,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CENTRO,ADULTOMAYOR
CENTRO,ADULTOMAYOR
CENTRO,ANCIANO
CENTRO,ADULTO
EL CARMELO,ADULTO
HISPANIA,ADULTOJOVEN
LA CANDELARIA,ADULTOMAYOR
SECTOR PARQUE SAN SEBASTIAN,ADULTOJOVEN
SECTOR PARQUE SAN SEBASTIAN,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CENTRO,ADULTOJOVEN
VIA A FLORENCIA,ADULTOJOVEN
20 DE JULIO,ADULTO
PROGRESO III,ADULTOJOVEN
NUEVO HABITAD,ADULTO
VDA TUNIA,ADULTOJOVEN
SANTA CLARA,ADULTO
LA ALDEA,ANCIANO
CENTRO,ADULTO
MORALES DUQUE,ADULTOJOVEN
CENTRO,ADULTOJOVEN
INV. LA PRADERA,ADULTOJOVEN
EL PARAISO,ADULTOJOVEN
DON CARMELO,ADULTO
LOS ROSALES,ADULTOJOVEN
AMERICAS,ADULTOJOVEN
LA ESPERANZA,ADULTO
CHUCHURUBI,ADULTO
EL CENTRO,ADULTO
COSTA DE ORO,ADULTO
MUZU E-6,ADULTOJOVEN
VISION DE COLOMBIA E-8,ADULTOMAYOR
CHAPINERO CENTRAL E-2,ADULTOJOVEN
SAN DIEGO BOSA E-7,ADULTOMAYOR
LA ESPERANZA E-12,ADULTOJOVEN
LA ESTANCIA E-19,ADULTOMAYOR
BELLAVISTA E-8,ADULTOJOVEN
SALAZAR GOMEZ E-16,ADULTOJOVEN
LOS DOS PUENTES,ADULTOJOVEN
CARVAJAL E-8,ADULTOJOVEN
EL RETIRO E-2,ADULTO
BOSA CARBONEL II E-7,ADULTOJOVEN
URB. MADELENA I Y II SECTOR E-19,ADULTOMAYOR
LOS NARANJOS E-7,ADULTOMAYOR
MODELO E-12,ADULTOJOVEN
LA PLAYA E-19,ADULTO
VER.GUACIMAL,ADULTOJOVEN
TRAMO DE VIA ALBANIA - CUESTESITAS,ADULTOJOVEN
OVIDIO MEJIA,ADULTO
JOSE D BOSCAN,ANCIANO
JOSE D BOSCAN,ANCIANO
ACACIAS ETAPA II,ADULTOMAYOR
LAS GRANJAS,ADULTOMAYOR
SAN JORGE,ADULTOJOVEN
LAS BRISAS,ADULTOJOVEN
PORVENIR,ADULTOMAYOR
PORVENIR,ADULTOMAYOR
RODADERO TRADICIONAL,ADULTOJOVEN
PLAYA SALGUERO,ADULTO
PLAYA SALGUERO,ADULTO
RODADERO TRADICIONAL,ADULTO
SANTA CRUZ,ADULTOJOVEN
CENTRO,ADULTOMAYOR
TAGANGA,ADULTOJOVEN
EL MANACACIAS,ADULTO
MANACACIAS,ADULTOJOVEN
CENTRO,ADULTOJOVEN
PORFIA,ADULTO
CENTAURO,ADULTO
MARACOS,ADULTO
CAUDAL NORTE,ADULTO
PIAMONTE,ADULTOJOVEN
COVISAN,ADULTOJOVEN
VEREDA VANGUARDIA,ADULTO
VEREDA VANGUARDIA,ADULTO
LA ESPERANZA,ADULTOMAYOR
EL DARIEN,ADULTO
RUMICHACA,ADULTOJOVEN
CENTRO,ADULTO
PALERMO,ADULTO
JERUSALEN,ADULTOJOVEN
LA MINGA,ADULTOJOVEN
LA MINGA,ADULTOJOVEN
MIJITAYO ALTO,ADULTO
AV. LAS AMERICAS,ADULTOJOVEN
BOMBONA,ADULTO
PUENTE DEL PROGRESO,ADULTO
NUEVO,ADULTOJOVEN
SIMON BOLIVAR,ADULTOMAYOR
SAN FRANCISCO,ADULTOJOVEN
BARRIO PARAMO,ANCIANO
BARRIO ALTO PAMPLONITA,ADULTOJOVEN
BARRIO BRUSELAS,ADULTOMAYOR
"QUINDOS I, II Y III",ADULTOJOVEN
LA PATRIA,ADULTOJOVEN
LOS LIBERTADORES,ADULTO
VDA. EL CHOCHO,ADULTOJOVEN
TERMINAL DE TRANSPORTES,ADULTOJOVEN
SECTOR PARQUE EL LAGO,ADULTOJOVEN
B. CENTRO,ADULTOJOVEN
CENTRO 2,ADULTO
B. CENTRO,ADULTOJOVEN
EL CENTRO,ADULTOJOVEN
EL TRAPICHE,ADULTOJOVEN
JORGE ELIECER GAITAN,ADULTO
COLOMBIA,ADULTO
SAN ALONSO,ADULTOJOVEN
EL PORVENIR,ADULTO
CIUDADELA REAL DE MINAS,ADULTOJOVEN
CABECERA DEL LLANO,ANCIANO
PABLO VI,ADULTO
SAN FRANCISCO,ADULTOJOVEN
CENTRO,ADULTOJOVEN
EL PRADO,ADULTOJOVEN
CANHAVERAL,ANCIANO
LAGOS I,ADULTO
EL PALENQUE,ADULTOJOVEN
LA POPA,ADULTOJOVEN
JUNIN,ADULTOMAYOR
CGTO RINCON DEL MAR,ADULTOMAYOR
CALLE NUEVA,ADULTOJOVEN
PUERTA ROJA,ADULTOJOVEN
MAJAGUAL,ADULTOJOVEN
ALTOS DE LA SABANA,ADULTO
AV. LUIS CARLOS GALAN,ADULTO
RURAL LA SIERRA VIA TOLU,ADULTO
RURAL LA SIERRA VIA TOLU,ADULTO
SAN RAFAEL,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CENTRO,ADULTO
COQUETA,ADULTO
JORDAN ARKCENTRO,ADULTOJOVEN
LOS PARRALES,ADULTOJOVEN
ALTO DE LA VIRGEN,ADULTO
CENTRO,ADULTO
MUELLE TURISTICO,ADULTO
NUEVA BUENAVENTURA,ADULTO
EL CARMEN,ADULTOMAYOR
VEREDA CASCAJAL E22,ADULTO
CALDAS E18,ADULTO
EL LIDO E19,ADULTOJOVEN
MANUELA BELTRAN E14,ADULTOJOVEN
CIUDADELA DEL RIO E21,ADULTO
CIUDADELA DEL RIO E21,ADULTO
JOSE M. MARROQUIN II E14,ADULTO
VALLE GRANDE E21,ADULTO
VALLE GRANDE E21,ADULTO
CHAMPAGNAT E19,ADULTO
JUANAMBU E2,ADULTO
NAPOLES E18,ADULTOMAYOR
FENALCO KENNEDY E12,ADULTO
BRETANHA E9,ADULTOJOVEN
CENTRO,ANCIANO
CENTRO,ADULTOMAYOR
CGTO. EL VINCULO,ADULTO
CENTRO,ADULTO
CENTRAL,ADULTOJOVEN
SANTA RITA,ADULTO
RECTA CALI - PALMIRA,ADULTOJOVEN
NUEVO FATIMA,ADULTO
BELALCAZAR E25,ADULTO
MANZANAREZ,ADULTOJOVEN
PRADO,ADULTOJOVEN
CENTRO,ADULTOMAYOR
LA ARBOLEDA,ADULTOJOVEN
ZONA CENTRO,ADULTOJOVEN
JARDINES,ADULTOJOVEN
MESA,ADULTOMAYOR
SIMON BOLIVAR,ADOLESCENTE
CENTRO,ADULTOJOVEN
CENTRO,ADULTOJOVEN
BOSTON C-10,ADULTOJOVEN
CASTILLA C-5,ADULTO
CONQUISTADORES C-11,ADULTOJOVEN
ESTADIO C-11,ADULTO
LA AGUACATALA C-14,ANCIANO
SAN MIGUEL C-8,ADULTOMAYOR
ROSALES C-16,ADULTOMAYOR
SAN JAVIER 1 C-13,ADULTO
LA LOMA DE LOS BERNAL C-16,ADULTOJOVEN
LA CANDELARIA C-10,ADULTO
VIA SANTA ELENA  C-9,ADULTOJOVEN
LA CANDELARIA C-10,ADULTO
CARIBE C-5,ADULTOJOVEN
ARANJUEZ  C-4,ADULTOJOVEN
EL POBLADO C-14,ADULTOJOVEN
LORENA C-11,ADULTOJOVEN
LA CANDELARIA C-10,ADULTOJOVEN
SIMON BOLIVAR I,ADOLESCENTE
SAN ROQUE,ANCIANO
DANIEL LEMAITRE,ADULTOJOVEN
EL LAGUITO,ANCIANO
PIE DEL CERRO,ADULTOMAYOR
VEREDA SAN RAFAEL,ADULTO
BARRIO VILLA JULIANA,ADULTOJOVEN
BARRIO CENTRO,ADULTO
TERMINAL DE TRANSPORTES,ADULTOJOVEN
GALERIAS,ADULTO
VDA LA FELISA,ANCIANO
CENTRO,ADULTO
SECTOR EL CABLE,ADULTOJOVEN
SECTOR PLAZA ALFONSO LOPEZ P.,ADULTOJOVEN
PALOGRANDE,ADULTOJOVEN
CENTRO,ADULTOJOVEN
BARRIO VILLAPILAR,ADULTOJOVEN
BARRIO GALERIAS,ANCIANO
CENTRO,ADULTOMAYOR
CENTRO,ADULTO
CENTRO,ADULTO
SECTOR PARQUE SAN SEBASTIAN,ADULTO
FUNDADORES,ADULTOJOVEN
CENTRO,ADULTO
CENTRO,ADULTOJOVEN
LA CANDELARIA,ADULTOJOVEN
LA CANDELARIA,ADULTOJOVEN
LA CANDELARIA,ADULTOJOVEN
LA CANDELARIA,ADULTOJOVEN
LA CANDELARIA,ADULTOJOVEN
LA CANDELARIA,ADULTOJOVEN
BERLIN,ADULTO
BOLIVAR,ADULTO
CENTRO,ADULTOJOVEN
LA GRANJA,ADULTO
SANTA ELENA,ADULTO
EL ALIVIO,ADULTOMAYOR
CGTO BATATAS,ADULTO
SAN DIEGO BOSA E-7,ADULTOJOVEN
SIDAUTO E-10,ADOLESCENTE
VEINTE DE JULIO E-4,ADULTOJOVEN
VERBENAL E-1,ADULTOJOVEN
ARBORIZADORA BAJA E-19,ADULTO
LUCERO BAJO E-19,ADULTO
PATIO BONITO I E-8,ADULTO
TINTALITO E-8,ADULTOJOVEN
LA GAITANA E-11,ADULTOJOVEN
URB. NUEVA ZELANDIA E-11,ADULTO
SAN ANTONIO E-15,ADULTOMAYOR
SAN MATEO,ADULTO
QUINTANARES,ADULTOJOVEN
CHAPINERO,ADULTO
VILLA MATILDE,ADULTOJOVEN
PREDIOS POZOS COLORADOS,ADULTOJOVEN
RODADERO SUR,ADULTOJOVEN
SANTA MONICA,ANCIANO
URBANIZACION RIASCOS,ADULTO
LA LUCHA,ADULTOJOVEN
EL TRIUNFO,ADULTOJOVEN
MANACACIAS,ADULTO
VILLA BOLIVAR,ADULTOMAYOR
CENTRO,ADULTOMAYOR
SAN BENITO,ADULTO
CENTRO,ADULTOJOVEN
CENTRO,ADULTO
LAS VIOLETAS I,ADULTOJOVEN
SAN FERNANDO,ADULTOMAYOR
IDEMA,ADULTOJOVEN
VILLA RECREO,ADULTOJOVEN
SAN FELIPE,ADULTOJOVEN
BARRIO LLERAS RESTREPO,ADULTOJOVEN
CENTRO,ADULTOMAYOR
CENTRO,ADULTOMAYOR
LA PRADERA,ADULTO
SECTOR CC. UNICENTRO CUBA,ADULTOJOVEN
ESTACION VILLEGAS,ADULTOJOVEN
SECTOR CENTRO,ADULTOJOVEN
EL CENTRO,ADULTOJOVEN
EL CENTRO,ANCIANO
BATALLON NUEVA GRANADA,ADULTOJOVEN
LA UNIVERSIDAD,ADULTOJOVEN
