MUNICIPIO,SEXO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
IPIALES,MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
CUCUTA (CT),MASCULINO
ARMENIA (CT),FEMENINO
ARMENIA (CT),MASCULINO
ARMENIA (CT),-
ARMENIA (CT),FEMENINO
MONTENEGRO,MASCULINO
DOSQUEBRADAS,MASCULINO
LA VIRGINIA,FEMENINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),MASCULINO
BARRANCABERMEJA,FEMENINO
BARRANCABERMEJA,FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
FLORIDABLANCA,FEMENINO
FLORIDABLANCA,MASCULINO
GIRON,MASCULINO
LEBRIJA,MASCULINO
LEBRIJA,MASCULINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),MASCULINO
SINCELEJO (CT),MASCULINO
SINCELEJO (CT),MASCULINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
ARMERO,MASCULINO
ESPINAL,FEMENINO
ESPINAL,FEMENINO
FRESNO,MASCULINO
MELGAR,FEMENINO
MELGAR,FEMENINO
SAN LUIS,FEMENINO
BUENAVENTURA,FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALIMA,MASCULINO
CALIMA,MASCULINO
PALMIRA,MASCULINO
PALMIRA,FEMENINO
PALMIRA,FEMENINO
ENVIGADO,FEMENINO
ITAGUI,MASCULINO
ITAGUI,MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
NARINHO,FEMENINO
YONDO,MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),FEMENINO
MALAMBO,MASCULINO
CHIQUINQUIRA,FEMENINO
DUITAMA,MASCULINO
SOGAMOSO,MASCULINO
SUTAMARCHAN,MASCULINO
TUNJA (CT),MASCULINO
TUNJA (CT),MASCULINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),MASCULINO
FLORENCIA (CT),FEMENINO
YOPAL (CT),FEMENINO
YOPAL (CT),FEMENINO
POPAYAN (CT),MASCULINO
LORICA,FEMENINO
MONTERIA (CT),FEMENINO
MONTERIA (CT),MASCULINO
MONTERIA (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
MOSQUERA,MASCULINO
RIOHACHA (CT),FEMENINO
RIOHACHA (CT),FEMENINO
NEIVA (CT),FEMENINO
NEIVA (CT),FEMENINO
NEIVA (CT),FEMENINO
NEIVA (CT),FEMENINO
SANTA MARTA (CT),MASCULINO
RESTREPO,MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),FEMENINO
IPIALES,MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
ARMENIA (CT),MASCULINO
ARMENIA (CT),FEMENINO
ARMENIA (CT),MASCULINO
CALARCA,MASCULINO
DOSQUEBRADAS,FEMENINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),MASCULINO
BARRANCABERMEJA,FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
MORROA,FEMENINO
SANTIAGO DE TOLU,FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
ATACO,MASCULINO
ESPINAL,MASCULINO
FLANDES,FEMENINO
GUAMO,FEMENINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),MASCULINO
MELGAR,MASCULINO
MELGAR,MASCULINO
BUENAVENTURA,FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
GUADALAJARA DE BUGA,FEMENINO
PALMIRA,FEMENINO
ROLDANILLO,MASCULINO
YUMBO,FEMENINO
ZARZAL,MASCULINO
BELLO,MASCULINO
BELLO,MASCULINO
EL CARMEN DE VIBORAL,MASCULINO
ITUANGO,MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
SANTAFE DE ANTIOQUIA,MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),FEMENINO
SOLEDAD,FEMENINO
SOLEDAD,FEMENINO
CARTAGENA (CT),FEMENINO
CARTAGENA (CT),FEMENINO
TUNJA (CT),MASCULINO
MANIZALES (CT),FEMENINO
FLORENCIA (CT),FEMENINO
FLORENCIA (CT),FEMENINO
FLORENCIA (CT),MASCULINO
AGUAZUL,FEMENINO
YOPAL (CT),MASCULINO
POPAYAN (CT),FEMENINO
SANTANDER DE QUILICHAO,FEMENINO
QUIBDO (CT),MASCULINO
MONTERIA (CT),MASCULINO
MONTERIA (CT),MASCULINO
MONTERIA (CT),FEMENINO
MONTERIA (CT),MASCULINO
SAN CARLOS,MASCULINO
APULO,MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
DISTRACCION,FEMENINO
RIOHACHA (CT),MASCULINO
SAN JUAN DEL CESAR,MASCULINO
HOBO,MASCULINO
NEIVA (CT),MASCULINO
NEIVA (CT),MASCULINO
NEIVA (CT),MASCULINO
NEIVA (CT),-
NEIVA (CT),MASCULINO
NEIVA (CT),MASCULINO
NEIVA (CT),FEMENINO
NEIVA (CT),MASCULINO
NEIVA (CT),MASCULINO
PITALITO,FEMENINO
GRANADA,FEMENINO
IPIALES,MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
CUCUTA (CT),MASCULINO
CUCUTA (CT),MASCULINO
ARMENIA (CT),MASCULINO
ARMENIA (CT),MASCULINO
CORDOBA,FEMENINO
DOSQUEBRADAS,MASCULINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),MASCULINO
BARRANCABERMEJA,MASCULINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
PIEDECUESTA,MASCULINO
PIEDECUESTA,MASCULINO
SINCELEJO (CT),FEMENINO
CARMEN DE APICALA,MASCULINO
CARMEN DE APICALA,MASCULINO
ESPINAL,FEMENINO
IBAGUE (CT),FEMENINO
MELGAR,MASCULINO
MELGAR,MASCULINO
MELGAR,MASCULINO
PURIFICACION,MASCULINO
PURIFICACION,MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CANDELARIA,MASCULINO
CARTAGO,FEMENINO
GUADALAJARA DE BUGA,FEMENINO
GUADALAJARA DE BUGA,MASCULINO
SEVILLA,FEMENINO
TULUA,FEMENINO
COPACABANA,MASCULINO
ITAGUI,MASCULINO
ITAGUI,FEMENINO
ITAGUI,MASCULINO
ITAGUI,MASCULINO
MARINILLA,FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
SABANETA,MASCULINO
ARAUCA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
SOLEDAD,MASCULINO
SOLEDAD,MASCULINO
TUNJA (CT),MASCULINO
TUNJA (CT),FEMENINO
TUNJA (CT),FEMENINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),FEMENINO
FLORENCIA (CT),MASCULINO
YOPAL (CT),FEMENINO
POPAYAN (CT),FEMENINO
POPAYAN (CT),FEMENINO
POPAYAN (CT),FEMENINO
PUERTO TEJADA,MASCULINO
LA JAGUA DE IBIRICO,FEMENINO
MONTERIA (CT),MASCULINO
MONTERIA (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
CHIA,MASCULINO
RIOHACHA (CT),FEMENINO
SAN JUAN DEL CESAR,FEMENINO
NEIVA (CT),MASCULINO
NEIVA (CT),FEMENINO
NEIVA (CT),FEMENINO
NEIVA (CT),FEMENINO
NEIVA (CT),MASCULINO
PITALITO,FEMENINO
SANTA MARTA (CT),FEMENINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
SAN ANDRES DE TUMACO,MASCULINO
CUCUTA (CT),FEMENINO
CUCUTA (CT),FEMENINO
OCANHA,MASCULINO
OCANHA,FEMENINO
ARMENIA (CT),FEMENINO
CALARCA,MASCULINO
CIRCASIA,MASCULINO
MONTENEGRO,MASCULINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),-
PEREIRA (CT),-
ALBANIA,FEMENINO
BARRANCABERMEJA,FEMENINO
BARRANCABERMEJA,FEMENINO
BARRANCABERMEJA,FEMENINO
BARRANCABERMEJA,FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
FLORIDABLANCA,FEMENINO
GIRON,MASCULINO
PIEDECUESTA,MASCULINO
SINCELEJO (CT),FEMENINO
ESPINAL,MASCULINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),FEMENINO
IBAGUE (CT),FEMENINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),MASCULINO
MELGAR,FEMENINO
MELGAR,FEMENINO
BUENAVENTURA,MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CANDELARIA,MASCULINO
GUADALAJARA DE BUGA,MASCULINO
PALMIRA,FEMENINO
BELLO,MASCULINO
COPACABANA,MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
TAMESIS,MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),FEMENINO
SAN PABLO,FEMENINO
SOGAMOSO,FEMENINO
TUNJA (CT),FEMENINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),MASCULINO
EL DONCELLO,-
FLORENCIA (CT),MASCULINO
YOPAL (CT),FEMENINO
YOPAL (CT),FEMENINO
POPAYAN (CT),FEMENINO
SANTANDER DE QUILICHAO,FEMENINO
VALLEDUPAR (CT),FEMENINO
VALLEDUPAR (CT),FEMENINO
VALLEDUPAR (CT),FEMENINO
MONTERIA (CT),MASCULINO
MONTERIA (CT),MASCULINO
SAHAGUN,FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
RIOHACHA (CT),MASCULINO
NEIVA (CT),FEMENINO
NEIVA (CT),MASCULINO
NEIVA (CT),MASCULINO
SANTA MARTA (CT),MASCULINO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
CUCUTA (CT),FEMENINO
CUCUTA (CT),FEMENINO
ARMENIA (CT),MASCULINO
ARMENIA (CT),MASCULINO
DOSQUEBRADAS,MASCULINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),-
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
FLORIDABLANCA,FEMENINO
FLORIDABLANCA,FEMENINO
GIRON,FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),FEMENINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),MASCULINO
BUENAVENTURA,MASCULINO
BUENAVENTURA,FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
AMAGA,MASCULINO
BELLO,MASCULINO
BELLO,FEMENINO
BELLO,FEMENINO
ENVIGADO,FEMENINO
ENVIGADO,FEMENINO
ITAGUI,MASCULINO
ITAGUI,MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
SABANETA,FEMENINO
ARAUCA (CT),FEMENINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
SOLEDAD,MASCULINO
TUNJA (CT),FEMENINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),FEMENINO
FLORENCIA (CT),MASCULINO
YOPAL (CT),MASCULINO
POPAYAN (CT),FEMENINO
POPAYAN (CT),FEMENINO
POPAYAN (CT),FEMENINO
POPAYAN (CT),MASCULINO
POPAYAN (CT),FEMENINO
POPAYAN (CT),FEMENINO
AGUACHICA,MASCULINO
VALLEDUPAR (CT),MASCULINO
VALLEDUPAR (CT),FEMENINO
QUIBDO (CT),MASCULINO
QUIBDO (CT),MASCULINO
MOMIL,FEMENINO
MONTERIA (CT),FEMENINO
MONTERIA (CT),FEMENINO
MONTERIA (CT),MASCULINO
PLANETA RICA,MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MASCULINO
CALARCA,-
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
SOACHA,MASCULINO
RIOHACHA (CT),MASCULINO
RIOHACHA (CT),FEMENINO
NEIVA (CT),MASCULINO
NEIVA (CT),MASCULINO
NEIVA (CT),FEMENINO
NEIVA (CT),FEMENINO
SAN MARTIN,FEMENINO
SAN MARTIN,FEMENINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
CUCUTA (CT),FEMENINO
CUCUTA (CT),FEMENINO
CALARCA,-
DOSQUEBRADAS,FEMENINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),FEMENINO
SAN ANDRES (CT),FEMENINO
SAN ANDRES (CT),FEMENINO
BARRANCABERMEJA,FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
GIRON,FEMENINO
SAN MARCOS,FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),MASCULINO
SINCELEJO (CT),MASCULINO
CARMEN DE APICALA,MASCULINO
CHAPARRAL,MASCULINO
ESPINAL,MASCULINO
FLANDES,MASCULINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),FEMENINO
IBAGUE (CT),FEMENINO
IBAGUE (CT),FEMENINO
PLANADAS,FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
PRADERA,FEMENINO
SEVILLA,MASCULINO
TULUA,FEMENINO
YUMBO,FEMENINO
BELLO,MASCULINO
BELLO,MASCULINO
COPACABANA,MASCULINO
ENVIGADO,FEMENINO
ENVIGADO,FEMENINO
ENVIGADO,MASCULINO
ITAGUI,MASCULINO
ITAGUI,MASCULINO
ITAGUI,MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
TIBASOSA,MASCULINO
TUTAZA,FEMENINO
FLORENCIA (CT),FEMENINO
FLORENCIA (CT),FEMENINO
YOPAL (CT),MASCULINO
YOPAL (CT),FEMENINO
POPAYAN (CT),FEMENINO
POPAYAN (CT),FEMENINO
POPAYAN (CT),FEMENINO
POPAYAN (CT),FEMENINO
VALLEDUPAR (CT),MASCULINO
VALLEDUPAR (CT),MASCULINO
MONTERIA (CT),FEMENINO
MONTERIA (CT),-
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BARRANCABERMEJA,MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
