MUNICIPIO,MOVILVICTIMA
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),MOTOCICLETA
LA CUMBRE,A PIE
PALMIRA,A PIE
PALMIRA,A PIE
SEVILLA,MOTOCICLETA
TULUA,A PIE
YUMBO,A PIE
YUMBO,A PIE
YUMBO,A PIE
BELLO,VEHICULO
ITAGUI,A PIE
LA ESTRELLA,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
ARAUCA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),VEHICULO
TUNJA (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
FLORENCIA (CT),VEHICULO
FLORENCIA (CT),MOTOCICLETA
GUAPI,A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
SANTANDER DE QUILICHAO,A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
CERETE,A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
RIOHACHA (CT),A PIE
RIOHACHA (CT),TRANSPORTE PUBLICO
NEIVA (CT),MOTOCICLETA
NEIVA (CT),MOTOCICLETA
NEIVA (CT),A PIE
NEIVA (CT),A PIE
EL BANCO,A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),MOTOCICLETA
CUCUTA (CT),TRANSPORTE PUBLICO
ARMENIA (CT),A PIE
ARMENIA (CT),TRANSPORTE PUBLICO
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
LA TEBAIDA,A PIE
QUIMBAYA,A PIE
QUIMBAYA,A PIE
DOSQUEBRADAS,A PIE
PEREIRA (CT),MOTOCICLETA
PEREIRA (CT),A PIE
PEREIRA (CT),TRANSPORTE PUBLICO
PEREIRA (CT),A PIE
PEREIRA (CT),BICICLETA
SAN ANDRES (CT),MOTOCICLETA
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),TRANSPORTE PUBLICO
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,BICICLETA
FLORIDABLANCA,A PIE
GUAMO,MOTOCICLETA
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CANDELARIA,A PIE
CANDELARIA,A PIE
FLORIDA,A PIE
PALMIRA,A PIE
PALMIRA,A PIE
TULUA,MOTOCICLETA
LA ESTRELLA,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
ARAUCA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),MOTOCICLETA
BARRANQUILLA (CT),A PIE
CARTAGENA (CT),VEHICULO
CHIQUINQUIRA,A PIE
TUNJA (CT),A PIE
TUNJA (CT),A PIE
TUNJA (CT),A PIE
MANIZALES (CT),A PIE
FLORENCIA (CT),A PIE
FLORENCIA (CT),A PIE
AGUAZUL,A PIE
YOPAL (CT),A PIE
YOPAL (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
PUERTO TEJADA,MOTOCICLETA
SANTANDER DE QUILICHAO,A PIE
VALLEDUPAR (CT),A PIE
MONTERIA (CT),A PIE
SAN ANDRES SOTAVENTO,A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),VEHICULO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
SOACHA,A PIE
MAICAO,A PIE
RIOHACHA (CT),A PIE
RIOHACHA (CT),A PIE
RIOHACHA (CT),A PIE
RIOHACHA (CT),A PIE
NEIVA (CT),TRANSPORTE PUBLICO
SANTA MARTA (CT),MOTOCICLETA
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
GRANADA,MOTOCICLETA
GRANADA,MOTOCICLETA
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
OCANHA,A PIE
ARMENIA (CT),MOTOCICLETA
ARMENIA (CT),A PIE
ARMENIA (CT),TRANSPORTE PUBLICO
CALARCA,A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
SAN ANDRES (CT),MOTOCICLETA
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),MOTOCICLETA
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),TRANSPORTE PUBLICO
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
GIRON,A PIE
GIRON,A PIE
GIRON,A PIE
IBAGUE (CT),TRANSPORTE PUBLICO
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),MOTOCICLETA
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
DAGUA,A PIE
GUADALAJARA DE BUGA,A PIE
PALMIRA,A PIE
YUMBO,A PIE
ENVIGADO,A PIE
LA CEJA,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),BICICLETA
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),TRANSPORTE PUBLICO
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),TRANSPORTE PUBLICO
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
DUITAMA,VEHICULO
DUITAMA,A PIE
SANTA ROSA DE VITERBO,A PIE
SOGAMOSO,A PIE
SOGAMOSO,A PIE
TUNJA (CT),A PIE
LA DORADA,MOTOCICLETA
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
YOPAL (CT),A PIE
POPAYAN (CT),BICICLETA
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
SANTANDER DE QUILICHAO,A PIE
BOSCONIA,A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),BICICLETA
VALLEDUPAR (CT),A PIE
CERETE,A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),VEHICULO
MONTERIA (CT),VEHICULO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VEHICULO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),BICICLETA
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
SOPO,A PIE
FONSECA,A PIE
NEIVA (CT),A PIE
NEIVA (CT),A PIE
PITALITO,A PIE
PITALITO,A PIE
PITALITO,A PIE
PITALITO,A PIE
PITALITO,MOTOCICLETA
FUNDACION,A PIE
SANTA MARTA (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),VEHICULO
CUCUTA (CT),A PIE
ARMENIA (CT),TRANSPORTE PUBLICO
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
CALARCA,A PIE
CIRCASIA,A PIE
MONTENEGRO,A PIE
DOSQUEBRADAS,A PIE
DOSQUEBRADAS,A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),MOTOCICLETA
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,MOTOCICLETA
FLORIDABLANCA,MOTOCICLETA
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
GIRON,A PIE
PIEDECUESTA,A PIE
SINCELEJO (CT),A PIE
IBAGUE (CT),MOTOCICLETA
CAICEDONIA,A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
VALLEDUPAR (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
GUADALAJARA DE BUGA,VEHICULO
GUADALAJARA DE BUGA,VEHICULO
GUADALAJARA DE BUGA,A PIE
JAMUNDI,VEHICULO
EL SANTUARIO,A PIE
ITAGUI,A PIE
ITAGUI,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),MOTOCICLETA
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
DUITAMA,A PIE
LA CAPILLA,A PIE
SANTA ROSA DE VITERBO,A PIE
TUNJA (CT),A PIE
FLORENCIA (CT),A PIE
FLORENCIA (CT),A PIE
MIRANDA,A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
VILLA RICA,A PIE
BOSCONIA,A PIE
EL COPEY,A PIE
SAN MARTIN,A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),MOTOCICLETA
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),MOTOCICLETA
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
SOPO,A PIE
RIOHACHA (CT),A PIE
VILLANUEVA,A PIE
LA PLATA,A PIE
LA PLATA,A PIE
NEIVA (CT),VEHICULO
PALERMO,A PIE
PITALITO,BICICLETA
CIENAGA,A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),VEHICULO
VILLAVICENCIO (CT),TRANSPORTE PUBLICO
VILLAVICENCIO (CT),VEHICULO
VILLAVICENCIO (CT),A PIE
IPIALES,A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
DOSQUEBRADAS,A PIE
DOSQUEBRADAS,A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
SANTA ROSA DE CABAL,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),MOTOCICLETA
BUCARAMANGA (CT),TRANSPORTE PUBLICO
BUCARAMANGA (CT),VEHICULO
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,MOTOCICLETA
GIRON,A PIE
GIRON,TRANSPORTE PUBLICO
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
SINCELEJO (CT),A PIE
IBAGUE (CT),A PIE
CALI (CT),MOTOCICLETA
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),BICICLETA
CALI (CT),A PIE
YUMBO,A PIE
CAUCASIA,A PIE
ENVIGADO,A PIE
ITAGUI,A PIE
ITAGUI,A PIE
LA ESTRELLA,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
ARAUCA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),VEHICULO
CHIQUINQUIRA,A PIE
DUITAMA,A PIE
MUZO,A PIE
SOGAMOSO,VEHICULO
TUNJA (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),TRANSPORTE PUBLICO
MANIZALES (CT),A PIE
FLORENCIA (CT),A PIE
FLORENCIA (CT),A PIE
YOPAL (CT),A PIE
POPAYAN (CT),A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
SOACHA,TRANSPORTE PUBLICO
RIOHACHA (CT),A PIE
RIOHACHA (CT),A PIE
RIOHACHA (CT),A PIE
CAMPOALEGRE,A PIE
NEIVA (CT),A PIE
PALERMO,A PIE
EL BANCO,A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),MOTOCICLETA
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
ACACIAS,A PIE
VILLAVICENCIO (CT),VEHICULO
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),VEHICULO
VILLAVICENCIO (CT),VEHICULO
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
