DEPARTAMENTO,BARRIO
SUCRE,COSTA AZUL
SUCRE,EL CORTIJO
SUCRE,EL CORTIJO
TOLIMA,CENTRO
TOLIMA,SECTOR LA PICOTA
TOLIMA,EL CARMEN (E.SUR)
TOLIMA,CLARET
TOLIMA,LA POLA
TOLIMA,INTERLAKEN
TOLIMA,VERSALLES
VALLE,PARCELACIONES PANCE E22
VALLE,EL RETIRO E15
VALLE,VALLADO E15
VALLE,PRADOS DEL NORTE E2
VALLE,LA HACIENDA E17
VALLE,URB. MILITAR E19
VALLE,MUNICIPAL E8
VALLE,UNICENTRO CALI E17
VALLE,SUCRE E9
VALLE,CIUDAD CAPRI E17
VALLE,EL DORADO E10
VALLE,MAYAPAN - LAS VEGAS E17
VALLE,MELENDEZ E18
VALLE,CIUDAD TALANGA E21
VALLE,MIRAFLORES E19
VALLE,AGUACATAL E1
VALLE,AGUACATAL E1
VALLE,LOS NARANJOS II E14
VALLE,ANTONIO NARINHO E16
VALLE,MELENDEZ E18
VALLE,EL RECUERDO E11
VALLE,BRISAS DE LOS ALAMOS E2
VALLE,ALFONSO LOPEZ I E7
VALLE,EL REMANSO E21
VALLE,EL CARMELO
VALLE,SAN ANTONIO
VALLE,CANTABRIA E24
VALLE,LA CONCORDIA
ANTIOQUIA,EL TRAPICHE
ANTIOQUIA,SANTANA
ANTIOQUIA,ZONA CENTRO
ANTIOQUIA,ZONA CENTRO
ANTIOQUIA,EL GUAYABO
ANTIOQUIA,SANTA MARIA # 1
ANTIOQUIA,PARQUE PRINCIPAL
ANTIOQUIA,ANCON
ANTIOQUIA,LA PINHUELA  C-4
ANTIOQUIA,LA PALMA C-16
ANTIOQUIA,MIRAVALLE C-16
ANTIOQUIA,CUARTA BRIGADA C-11
ANTIOQUIA,SEVILLA  C-4
ANTIOQUIA,FLORIDA NUEVA C-11
ANTIOQUIA,EL POBLADO C-14
ANTIOQUIA,EL POBLADO C-14
ANTIOQUIA,MANRIQUE 1  C-4
ANTIOQUIA,MANILA C-14
ATLANTICO,ABAJO
ATLANTICO,BELLAVISTA
ATLANTICO,ADELITA DE CHAR
ATLANTICO,SANTA HELENA
ATLANTICO,LOS LAURELES
ATLANTICO,GRANADILLO
BOLIVAR,VILLA ESTRELLA
BOYACA,EL CARMEN
BOYACA,PLAZA DE MERCADO
BOYACA,PLAZA DE MERCADO
BOYACA,VDA.LA ESPERANZA
CALDAS,ZONA ROSA
CALDAS,CENTRO
CALDAS,CENTRO
CALDAS,PLAZA DE TOROS
CALDAS,CAMILO TORRES
CAUCA,SAN IGNACIO
CAUCA,SANTA CATALINA II ETAPA
CAUCA,GUAYACANES DEL RIO
CAUCA,CADILLAL
CAUCA,LA CONQUISTA
CAUCA,RETIRO ALTO
CAUCA,POPULAR
CAUCA,VDA LOS BANCOS
CESAR,LA FERIA
CORDOBA,LA UNIÒN
CORDOBA,LOS LAURELES
CORDOBA,LA GRANJA
CUNDINAMARCA,CIUDAD KENNEDY CENTRAL E-8
CUNDINAMARCA,URB. CAOBOS SALAZAR NORTE E-1
CUNDINAMARCA,POLICARPA SALAVARRIETA E-15
CUNDINAMARCA,PATIO BONITO I E-8
CUNDINAMARCA,SANTA LUCIA E-18
CUNDINAMARCA,SANTA TERESITA E-13
CUNDINAMARCA,SAN JOSE DE BAVARIA E-11
CUNDINAMARCA,PABLO SEXTO E-7
CUNDINAMARCA,BOSA E-7
CUNDINAMARCA,LAGO GAITAN E-2
CUNDINAMARCA,ANDALUCIA E-7
CUNDINAMARCA,EL RINCON E-11
CUNDINAMARCA,SAN CAYETANO E-11
CUNDINAMARCA,HIPOTECHO OCCIDENTAL E-8
CUNDINAMARCA,SANTA ISABEL OCCIDENTAL E-16
CUNDINAMARCA,PALESTINA E-7
CUNDINAMARCA,SAN PABLO E-7
CUNDINAMARCA,CARVAJAL E-8
CUNDINAMARCA,GRAN BRITALIA E-8
CUNDINAMARCA,EL TUNAL II E-6
CUNDINAMARCA,EL ROSARIO E-12
CUNDINAMARCA,VILLA CLAUDIA E-8
CUNDINAMARCA,LOS ALPES E-4
CUNDINAMARCA,LAS HUERTAS E-19
CUNDINAMARCA,BOITA E-8
CUNDINAMARCA,BACHUE E-10
GUAJIRA,EL CENTRO
GUAJIRA,EL CENTRO
GUAJIRA,EL CENTRO
GUAJIRA,SAN JUDAS
HUILA,20 DE JULIO
HUILA,ENCENILLO
HUILA,VILLA DEL RIO
HUILA,VILLA DEL RIO
HUILA,DARIO ECHANDIA
HUILA,CAMILO TORRES
HUILA,POPULAR
HUILA,VEREDA CABECERAS
HUILA,PANORAMA
MAGDALENA,CORDOBA
META,LA CEIBA
META,SAN GREGORIO
META,RODEO
NARINHO,VILLA FLOR I
NARINHO,EL ROSARIO
NARINHO,MAPACHICO
NARINHO,AIRE LIBRE
NARINHO,VILLA VERGEL
NARINHO,GRANADA I
NARINHO,SAN ANDRES
NARINHO,ONCE DE NOVIEMBRE
NARINHO,LA AVENIDA DE TUQUERRES
NORTE DE SANTANDER,BARRIO LATINO
NORTE DE SANTANDER,BARRIO PARAMO
NORTE DE SANTANDER,BARRIO EL RAMAL
QUINDIO,CIUDAD DORADA
QUINDIO,SECTOR COLISEO DEL CAFE
QUINDIO,"LAS BRISAS I,II Y III"
QUINDIO,CENTRO
QUINDIO,SECTOR AEROPUERTO
RISARALDA,EL PROGRESO
RISARALDA,CENTRO (C) PEREIRA
RISARALDA,VENECIA CENTRO V-3
RISARALDA,CUBA V-8
RISARALDA,SECTOR GUAYABITO
SAN ANDRES,BARRIO MODELO I
SANTANDER,COLOMBIA
SANTANDER,LOS PINOS
SANTANDER,PARQUE INDUSTRIAL
SANTANDER,LA UNIVERSIDAD
SANTANDER,LA RENTA
SANTANDER,EL CENTRO LBJA
SANTANDER,CENTRO P/TA
SUCRE,CHUPUNDUM
SUCRE,SECTOR VARIANTE
SUCRE,CHAMBACU
TOLIMA,LAS BRISAS
TOLIMA,NUEVO ARMERO
TOLIMA,CENTRO
TOLIMA,RESTREPO
TOLIMA,COMUNEROS
VALLE,CHIPICHAPE E2
VALLE,CAMINO REAL - LOS FUNDADORES E19
VALLE,OLIMPICO E10
VALLE,PETECUY I E6
VALLE,CANHAVERALES - LOS SAMANES E17
VALLE,PARCELACIONES PANCE E22
VALLE,GRANADA E2
VALLE,LA HACIENDA E17
VALLE,LOS CAMBULOS E19
VALLE,NUEVA TEQUENDAMA E19
VALLE,SUCRE E9
VALLE,LOS SAUCES E11
VALLE,LOS SAUCES E11
VALLE,EL RETIRO E15
VALLE,SANTA ROSA E3
VALLE,CALIMA E4
VALLE,MARIANO RAMOS E16
VALLE,SUCRE E9
VALLE,SUCRE E9
VALLE,LLANO VERDE E15
VALLE,LLANO VERDE E15
VALLE,BOSQUE MUNICIPAL E19
VALLE,PORVENIR
VALLE,CORREGIMIENTO PALMASECA
VALLE,URIBE URIBE
VALLE,LA CONCORDIA
VALLE,SANTA INES DE COMFAMILIAR
ANTIOQUIA,ZONA CENTRO
ANTIOQUIA,CIUDADELA DEL NORTE
ANTIOQUIA,PEREZ
ANTIOQUIA,ZONA CENTRO
ANTIOQUIA,NAVARRA
ANTIOQUIA,SAN FERNANDO
ANTIOQUIA,CONQUISTADORES C-11
ANTIOQUIA,NARANJAL C-11
ANTIOQUIA,SAN BENITO C-10
ANTIOQUIA,GUAYAQUIL C-10
ANTIOQUIA,LA AGUACATALA C-14
ANTIOQUIA,LAS ACACIAS C-11
ANTIOQUIA,VILLA DEL SOCORRO  C-2
ANTIOQUIA,MANILA C-14
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,EL DANUBIO C-12
ANTIOQUIA,MANILA C-14
ANTIOQUIA,LA CANDELARIA C-10
ATLANTICO,LA MAGDALENA
ATLANTICO,LA VICTORIA
ATLANTICO,PRADO
ATLANTICO,SAN MARTIN
ATLANTICO,CENTRO
ATLANTICO,INVASION 1º DE DICIEMBRE
ATLANTICO,INVASION 1º DE DICIEMBRE
BOYACA,CARGUA
BOYACA,VDA.SALITRILLOS
BOYACA,BARRIO SAN RAFAEL
BOYACA,BARRIO SAN RAFAEL
BOYACA,BARRIO SANTA LUCIA
CALDAS,VDA LA LOMA
CALDAS,TERMINAL
CALDAS,FUNDADORES
CALDAS,PALERMO
CAQUETA,LAS AVENIDAS
CAUCA,SECTOR PAN DE AZUCAR
CESAR,CENTRO
CESAR,LOS LAURELES
CESAR,CIUDADELA 450 ANHOS
CESAR,FUNDADORES
CORDOBA,EL RETIRO DE LOS INDIOS
CORDOBA,ALFONSO PAZ
CORDOBA,ALFONSO PAZ
CORDOBA,ALFONSO PAZ
CORDOBA,ALFONSO PAZ
CORDOBA,URB. LOS RECUERDOS
CORDOBA,BUENAVISTA
CUNDINAMARCA,LA CASTELLANA E-12
CUNDINAMARCA,SAN ANDRESITO LA 38 E-16
CUNDINAMARCA,SUCRE E-2
CUNDINAMARCA,LA SOLEDAD E-13
CUNDINAMARCA,RESTREPO E-15
CUNDINAMARCA,ROMA  E-8
CUNDINAMARCA,BOSQUE CALDERON E-2
CUNDINAMARCA,GRAN BRITALIA E-8
CUNDINAMARCA,CHAPINERO CENTRAL E-2
CUNDINAMARCA,VILLA MAYOR E-15
CUNDINAMARCA,OLARTE E-7
CUNDINAMARCA,LAS MARGARITAS E-8
CUNDINAMARCA,PATIO BONITO I E-8
CUNDINAMARCA,EL JAZMIN II SECTOR E-16
CUNDINAMARCA,FONTIBON CENTRO E-9
CUNDINAMARCA,PATIO BONITO I E-8
CUNDINAMARCA,BOHIOS DE HUNZA E-9
CUNDINAMARCA,PABLO SEXTO E-13
CUNDINAMARCA,URB. PALENQUE E-8
CUNDINAMARCA,SANTA ISABEL OCCIDENTAL E-16
CUNDINAMARCA,URB. ELTEJAR E-16
CUNDINAMARCA,MUZU E-16
CUNDINAMARCA,LA PAZ E-3
CUNDINAMARCA,SAN VICTORINO E-14
CUNDINAMARCA,SANTANDER
GUAJIRA,GUAPUNA
HUILA,LAS PALMAS ETAPA II
HUILA,LAS PALMAS ETAPA II
HUILA,LOS PINOS
HUILA,LOS CAMBULOS
HUILA,VEREDA CUCUANA
MAGDALENA,POBLADO
MAGDALENA,LOS LAURELES (TREBOL)
MAGDALENA,LOS NARANJOS
MAGDALENA,VILLAS DE SANTA CRUZ
META,VILLA UNION
META,PROGRESO
META,MACARENA
META,BARZAL ALTO
META,BALATA
META,SAN BENITO
META,MANANTIAL
META,MANANTIAL
NARINHO,LORENZO
NARINHO,EL PILAR
NARINHO,CENTRO
NARINHO,AV. ESTUDIANTES
QUINDIO,CENTRO
QUINDIO,CIUDAD DORADA
QUINDIO,PROFESIONALES
RISARALDA,MILAN
RISARALDA,SANTA ISABEL 1
RISARALDA,LA ALAMEDA
RISARALDA,PLAZA CIVICA CIUDAD VICTORIA
RISARALDA,HEROES I
RISARALDA,CENTRO (A) PEREIRA
RISARALDA,SAN FERNANDO
SANTANDER,PUERTA DEL SOL
SANTANDER,MEJORAS PUBLICAS
SANTANDER,CENTRO
SANTANDER,MUTUALIDAD
SANTANDER,CABECERA DEL LLANO
SANTANDER,MARIANELA
SANTANDER,CERROS DE CANHAVERAL
SANTANDER,JOSE A. MORALES
SANTANDER,CAMPO VERDE
SUCRE,LA ESMERALDA
SUCRE,CALLE DEL COMERCIO
SUCRE,EL MAIZAL
SUCRE,LAS DELICIAS
SUCRE,LAS MERCEDES
TOLIMA,EL SALADO
TOLIMA,BELEN
TOLIMA,BELEN
TOLIMA,CENTRO
VALLE,EL JARDIN E11
VALLE,VALLADO E15
VALLE,MARROQUIN I E14
VALLE,MENGA E2
VALLE,EL LIDO E19
VALLE,DESEPAZ INVICALI E21
VALLE,METROPOLITANO DEL NORTE E5
VALLE,MELENDEZ E18
VALLE,SANTA MONICA POPULAR E8
VALLE,VILLA DEL PRADO - EL GUABITO E5
VALLE,FLORA INDUSTRIAL E4
VALLE,SAN PASCUAL E3
VALLE,LA ESMERALDA E4
VALLE,NUEVA TEQUENDAMA E19
VALLE,CIUDAD CAMPESTRE E22
VALLE,EL LIDO E19
VALLE,SANTANDER E4
VALLE,LOS CAMBULOS E19
VALLE,EL INGENIO E17
VALLE,VERSALLES E2
VALLE,EL LIDO E19
VALLE,EL REFUGIO E19
VALLE,PRADO
VALLE,URIBE E25
VALLE,URIBE E25
VALLE,CGTO.LA PAILA
VALLE,GUAMAL
ANTIOQUIA,ZONA CENTRO
ANTIOQUIA,PLAYA RICA
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,BARRIO COLOMBIA C-14
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,CALAZANS C-12
ANTIOQUIA,BELEN C-16
ANTIOQUIA,MANILA C-14
ANTIOQUIA,JESUS NAZARENO C-10
ANTIOQUIA,LA ESPERANZA
ANTIOQUIA,LAS BODEGAS
ATLANTICO,LAS NIEVES
ATLANTICO,VILLA SAN PABLO
ATLANTICO,EL TABOR
ATLANTICO,VILLA BLANCA
ATLANTICO,SALAMANCA
BOYACA,BARRIO MALDONADO
BOYACA,BARRIO MALDONADO
BOYACA,BARRIO SANTA INES
CALDAS,SAN JOAQUIN
CALDAS,SINAI
CALDAS,BARRIO EL CARIBE
CALDAS,BARRIO VERSALLES
CALDAS,BAJO PRADO
CALDAS,BAJO PRADO
CAQUETA,JUAN XXIII
CAQUETA,NUEVA COLOMBIA
CAUCA,VDA LA BUITRERA
CAUCA,LAS AMERICAS
CAUCA,MODELO
CAUCA,MODELO
CAUCA,NUEVA VIDA
CESAR,CENTRO
CESAR,LA NEVADA
CESAR,NUEVO MILENIO
CORDOBA,VENUS
CORDOBA,LAS AMERICAS
CORDOBA,FINZENU
CORDOBA,FINZENU
CORDOBA,CASERIO LOS PERICOS
CUNDINAMARCA,LA VICTORIA E-4
CUNDINAMARCA,LAGO GAITAN E-2
CUNDINAMARCA,SAMPER E-3
CUNDINAMARCA,ALMIRANTE COLON E-11
CUNDINAMARCA,CHAPINERO CENTRAL E-2
CUNDINAMARCA,LAS DOS AVENIDAS E-8
CUNDINAMARCA,CARVAJAL E-8
CUNDINAMARCA,SALITRE PLAZA E-9
CUNDINAMARCA,LA ESTANCIA E-9
CUNDINAMARCA,LAGOS DE SUBA E-11
CUNDINAMARCA,TOBERIN ORIENTAL E-1
CUNDINAMARCA,CHAPINERO CENTRAL E-2
CUNDINAMARCA,LAS FLORES E-11
CUNDINAMARCA,SAN CRISTOBAL E-1
CUNDINAMARCA,PORTALES DEL NORTE E-11
CUNDINAMARCA,TIERRA GRATA E-10
CUNDINAMARCA,URB. SANTANDER E-15
CUNDINAMARCA,LOS CEDRITOS E-1
CUNDINAMARCA,LA PRADERA NORTE E-16
CUNDINAMARCA,BOSA E-7
CUNDINAMARCA,EL DESCANSO E-8
CUNDINAMARCA,VILLA DEL PRADO E-11
CUNDINAMARCA,MARIA PAZ E-8
CUNDINAMARCA,SANTA TERESITA E-13
CUNDINAMARCA,CHAPINERO CENTRAL E-2
CUNDINAMARCA,QUINTA CAMACHO E-2
CUNDINAMARCA,SAN LUIS E-13
CUNDINAMARCA,LA CASTELLANA E-12
CUNDINAMARCA,LA AZUCENA A E-7
CUNDINAMARCA,EL RESTREPO E-15
CUNDINAMARCA,EL PINAR E-11
CUNDINAMARCA,ALAMOS SUR E-10
CUNDINAMARCA,PERDOMO ALTO E-19
CUNDINAMARCA,TURINGA SUBA E-11
CUNDINAMARCA,ALCAZARES E-12
CUNDINAMARCA,LAGO DE CHAPINERO E-2
CUNDINAMARCA,OLARTE E-7
CUNDINAMARCA,CENTRO
GUAJIRA,LA ESPERANZA
GUAJIRA,LA ESPERANZA
GUAJIRA,LIBERTADOR
GUAJIRA,DIVINO NINHO
HUILA,QUINTAS DE SAN LUIS
MAGDALENA,PANDO
MAGDALENA,PESCAITO
META,VEREDA GUADUALITO
META,LA ESPERANZA IV ETAPA
META,7 DE AGOSTO
META,CENTRO
NARINHO,LAS LUNAS
NARINHO,CORAZON DE JESUS
NARINHO,FATIMA
NARINHO,MIRAFLORES I
NARINHO,PARQUE INFANTIL
NARINHO,SAN VICENTE
NARINHO,NUEVA ARANDA
NARINHO,ESMERALDA
NORTE DE SANTANDER,BARRIO CENTRO
QUINDIO,VILLA DEL CARMEN
QUINDIO,SECTOR CENTRO COMERCIAL UNICENTRO
QUINDIO,EL BERLIN
QUINDIO,NUEVA CECILIA
QUINDIO,NUEVA CECILIA
QUINDIO,ZONA CENTRO
QUINDIO,ZONA CENTRO
RISARALDA,EL CENTRO
RISARALDA,EL CENTRO
RISARALDA,EL CENTRO
RISARALDA,EL CENTRO
RISARALDA,EL CENTRO
RISARALDA,RESTREPO
RISARALDA,CIRCUNVALAR
RISARALDA,LAS PALMAS RIO OTUN
RISARALDA,CENTRO (A) PEREIRA
SANTANDER,SECTOR EL MUELLE
SANTANDER,MODELO
SANTANDER,CENTRO
SANTANDER,URB. COLSEGUROS NORTE
SANTANDER,URB. COLSEGUROS NORTE
SANTANDER,MUTIS
SANTANDER,LA CONCORDIA
SANTANDER,ALFONSO LOPEZ
SANTANDER,LA CONCORDIA
SANTANDER,BRISAS DEL RIO
SANTANDER,RINCON DE LA PAZ
SUCRE,OSPINA PEREZ
SUCRE,20 DE JULIO
TOLIMA,CENTRO
TOLIMA,SAN SIMON PARTE BAJA
VALLE,EL CRISTAL
VALLE,GUAYAQUIL E9
VALLE,ALFONSO B. ARAGON E14
VALLE,ANTONIO NARINHO E16
VALLE,LA MERCED E3
VALLE,CENTENARIO E2
VALLE,CIUDADELA FLORALIA E6
VALLE,DEPARTAMENTAL E10
VALLE,EL RETIRO E15
VALLE,LOS LAGOS E13
VALLE,LILI E17
VALLE,AGUACATAL E1
VALLE,LLERAS RESTREPO E13
VALLE,SANTA ANITA E17
VALLE,EL GRAN LIMONAR E17
VALLE,GUAYAQUIL E9
VALLE,PASO DEL COMERCIO E6
VALLE,SAN LUIS E6
VALLE,CENTENARIO E2
VALLE,JOSE M. MARROQUIN II E14
VALLE,LOS LIBERTADORES E3
VALLE,EL LIMONAR E17
VALLE,SAN PEDRO E3
VALLE,VIA CARTAGO - ALCALA
VALLE,CENTRO
VALLE,BELALCAZAR E25
VALLE,CARLOS PIZARRO E25
ANTIOQUIA,EL CAIRO
ANTIOQUIA,VILLAGRANDE
ANTIOQUIA,SANTA MARIA # 2
ANTIOQUIA,LA AMERICA C-12
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,SAN BERNARDO C-16
ANTIOQUIA,ESTADIO C-11
ANTIOQUIA,BARRIO COLOMBIA C-14
ANTIOQUIA,CASTILLA C-5
ANTIOQUIA,MANILA C-14
ANTIOQUIA,SUCRE C-8
ANTIOQUIA,GUAYAQUIL C-10
ANTIOQUIA,PRADO C-10
ANTIOQUIA,ARANJUEZ  C-4
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,SAN JOAQUIN C-11
ANTIOQUIA,ALTAVISTA C-16
ANTIOQUIA,LORENA C-11
ANTIOQUIA,CALLE NUEVA C-10
ANTIOQUIA,CRISTO REY C-15
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,PROGRESO C-5
ANTIOQUIA,GALICIA
ATLANTICO,CIUDADELA 20 DE JULIO
ATLANTICO,CEVILLAR
ATLANTICO,LA PAZ
ATLANTICO,MEQUEJO
ATLANTICO,VILLA LINDA MURILLO
BOYACA,EL MIRADOR DEL BOSQUE
BOYACA,BARRIO CENTRO
BOYACA,RESIDENCIAL SIRATA
BOYACA,BARRIO LA ESPERANZA
CALDAS,FATIMA
CALDAS,ESTAMBUL
CALDAS,CENTRO
CALDAS,NOGALES
CALDAS,AVENIDA EL CIPRES
CAQUETA,LA LIBERTAD
CAUCA,LA PAMBA
CESAR,URB. LA CEIBA
CESAR,SAN VICENTE
CUNDINAMARCA,VALLES DE IBARRA E-11
CUNDINAMARCA,MARIA PAZ E-8
CUNDINAMARCA,SANTA CATALINA E-8
CUNDINAMARCA,SANTA CATALINA E-8
CUNDINAMARCA,CASTILLA LA NUEVA E-8
CUNDINAMARCA,LA CASTELLANA E-12
CUNDINAMARCA,LA CASTELLANA E-12
CUNDINAMARCA,TAIRONA  E-8
CUNDINAMARCA,VALLADOLID      E-8
CUNDINAMARCA,LISBOA E-1
CUNDINAMARCA,PASADENA ROYAL E-11
CUNDINAMARCA,URB. ELTEJAR E-16
CUNDINAMARCA,URB. ELTEJAR E-16
CUNDINAMARCA,SAN CRISTOBAL E-4
CUNDINAMARCA,GRANADA SUR E-4
CUNDINAMARCA,EL RESTREPO E-15
CUNDINAMARCA,JOSE JOAQUIN VARGAS E-12
CUNDINAMARCA,SAN ISIDRO E-4
CUNDINAMARCA,CHAPINERO CENTRAL E-2
CUNDINAMARCA,EL AMPARO E-8
CUNDINAMARCA,MANDALAY I ETAPA E-8
CUNDINAMARCA,SAN VICTORINO E-3
CUNDINAMARCA,BOYACA REAL E-10
CUNDINAMARCA,BACHUE E-10
CUNDINAMARCA,LA PERSEVERANCIA E-3
CUNDINAMARCA,LAS MARGARITAS E-1
CUNDINAMARCA,CHAPINERO CENTRAL E-2
CUNDINAMARCA,MODELO E-12
CUNDINAMARCA,RESTREPO E-15
CUNDINAMARCA,LA SOLEDAD E-13
CUNDINAMARCA,URB. PINOS DE LOMBARDIA E-11
CUNDINAMARCA,COUNTRY SUR E-18
CUNDINAMARCA,COUNTRY SUR E-18
CUNDINAMARCA,OLAYA E-18
CUNDINAMARCA,COLINA LINDA E-11
CUNDINAMARCA,TEUSAQUILLO E-13
CUNDINAMARCA,JUAN PABLO II E-19
CUNDINAMARCA,LOS NARANJOS EL RETAZO E-7
CUNDINAMARCA,SUCRE E-2
CUNDINAMARCA,SAN ANTONIO E-1
CUNDINAMARCA,CIUDAD JARDIN SUR E-15
CUNDINAMARCA,BANDERAS E-8
CUNDINAMARCA,SAN VICENTE FERRER E-6
CUNDINAMARCA,SAN VICTORINO E-3
CUNDINAMARCA,GALERIAS E-13
GUAJIRA,LAS TUNAS
GUAJIRA,LAS TUNAS
HUILA,CENTRO
HUILA,DIEGO DE OSPINA
HUILA,EFRAIN ROJAS TRUJILLO
HUILA,LA LIBERTAD
HUILA,CENTRO
HUILA,LA TOMA
MAGDALENA,LA LUCHA 19 DE ABRIL
MAGDALENA,CIUDADELA 29 DE JULIO
META,VILLA JULIA
META,CANAIMA
META,MARACOS
META,MARACOS
NARINHO,ESMERALDA
NARINHO,EL ROSARIO
NARINHO,AQUINE I
NARINHO,LUIS CARLOS GALAN
NARINHO,JULIAN BUCHELI
NARINHO,PANDIACO
NARINHO,BOMBONA
NARINHO,PARANA
NARINHO,PUENTE DEL MORRO
NORTE DE SANTANDER,BARRIO CARORA
NORTE DE SANTANDER,BARRIO MONTEBELLO
QUINDIO,SECTOR CENTRO COMERCIAL MOCAWA
QUINDIO,PARQUE DE RECREACION
QUINDIO,CENTRO
QUINDIO,LOS SAUCES
RISARALDA,LA VILLA
RISARALDA,CENTRO (A) PEREIRA
SANTANDER,COLOMBIA
SANTANDER,PALMIRA
SANTANDER,CENTRO
SANTANDER,CENTRO
SANTANDER,LA CEIBA
SANTANDER,GARCIA ROVIRA
SANTANDER,LA CONCORDIA
SANTANDER,VDA. LOS CAUCHOS
SANTANDER,EL PESEBRE
SANTANDER,CENTRO
SANTANDER,CENTRO
SANTANDER,CHACARITA
SUCRE,EL CORTIJO
SUCRE,URB LA TOSCANA
TOLIMA,CENTRO
VALLE,EL TRIUNFO
VALLE,CIUDADELA FLORALIA E6
VALLE,JORGE ELIECER GAITAN E6
VALLE,VALLADO E15
VALLE,MELENDEZ E18
VALLE,FLORA INDUSTRIAL E4
VALLE,SILOE E20
VALLE,SUCRE E9
VALLE,URB. TEQUENDAMA E19
VALLE,EL JORDAN E18
VALLE,SUCRE E9
VALLE,LAS CEIBAS E7
VALLE,LOS COMUNEROS II E13
VALLE,BENJAMIN HERRERA E8
VALLE,PARCELACIONES PANCE E22
VALLE,NUEVA FLORESTA E12
VALLE,ALAMEDA
ANTIOQUIA,ROSALPI
ANTIOQUIA,SALENTO
ANTIOQUIA,LA PRADERA
ANTIOQUIA,SAN PIO
ANTIOQUIA,EL ROSARIO
ANTIOQUIA,SAN JOSE
ANTIOQUIA,SANTA MARIA DE LOS ANGELES C-14
ANTIOQUIA,ESTACION VILLA C-10
ANTIOQUIA,CALAZANS C-12
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,SAN JAVIER 1 C-13
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,LA LOMA DE LOS BERNAL C-16
ANTIOQUIA,LA PALMA C-16
ANTIOQUIA,PEDREGAL C-6
ANTIOQUIA,TENCHE C-15
ANTIOQUIA,SAN BENITO C-10
ANTIOQUIA,DOCE DE OCTUBRE 2 C-6
ANTIOQUIA,LOS ANGELES C-10
ANTIOQUIA,BELEN C-16
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,VILLA FLORA C-7
ANTIOQUIA,LOS LAGOS
ANTIOQUIA,ALTO DE LAS FLORES
ATLANTICO,EL PORVENIR
ATLANTICO,MONTECRISTO
ATLANTICO,EL HIPODROMO
ATLANTICO,EL PARQUE
ATLANTICO,EL TUCAN
ATLANTICO,TERRANOVA I
BOLIVAR,SECTOR LAS ACACIAS
BOYACA,BARRIO EL BOSQUE
BOYACA,LOS ALPES
BOYACA,EL LAGUITO
CALDAS,SAN ANTONIO
CALDAS,PALERMO
CALDAS,SAN JOAQUIN
CAQUETA,EL TIMY
CAUCA,LA ESMERALDA
CAUCA,URB. FUCHA
CAUCA,LOS CAMPOS
CAUCA,MANUELA BELTRAN
CAUCA,ESPERANZA
CHOCO,LAS MERCEDES
CORDOBA,VEREDA LAS MARCELITAS
CORDOBA,EL CANHITO
CORDOBA,BUENAVISTA
CORDOBA,EL CENTRO
CORDOBA,JUAN XX I I I
CORDOBA,LA JULIA
CORDOBA,SAN JOSE
CORDOBA,MONTEVERDE
CORDOBA,EL CENTRO
CORDOBA,EDMUNDO LÒPEZ
CORDOBA,EDMUNDO LÒPEZ
CUNDINAMARCA,LAGO GAITAN E-2
CUNDINAMARCA,QUINTA CAMACHO E-2
CUNDINAMARCA,HACIENDA LOS MOLINOS E-18
CUNDINAMARCA,SANTA LIBRADA E-5
CUNDINAMARCA,CHAPINERO CENTRAL E-2
CUNDINAMARCA,FONTIBON CENTRO E-9
CUNDINAMARCA,ALOHA SUR E-8
CUNDINAMARCA,CHICO NORTE II SECTOR E-1
CUNDINAMARCA,LA ESTANCIA E-9
CUNDINAMARCA,SAN JORGE E-18
CUNDINAMARCA,SAN JORGE E-18
CUNDINAMARCA,URB. INDUSTRIAL PENSILVANIA E-16
CUNDINAMARCA,PINO ALTO E-11
CUNDINAMARCA,PATIO BONITO I E-8
CUNDINAMARCA,CHAPINERO CENTRAL E-2
CUNDINAMARCA,CIUDAD JARDIN SUR E-15
CUNDINAMARCA,MARIA PAZ E-8
CUNDINAMARCA,URB. PEPE VALL SERRA E-11
CUNDINAMARCA,LAS ORQUIDEAS E-1
CUNDINAMARCA,LAS AGUAS E-3
CUNDINAMARCA,LOS ANDES E-12
CUNDINAMARCA,LAS CRUCES E-3
CUNDINAMARCA,TUNALITO E-6
CUNDINAMARCA,ABRAHAM LINCON E-8
CUNDINAMARCA,LAGO GAITAN E-2
CUNDINAMARCA,LISBOA E-1
CUNDINAMARCA,POLO CLUB E-12
CUNDINAMARCA,URB. PONTEVEDRA I SECTOR E-11
CUNDINAMARCA,URB. LA PUERTA DEL SOL E-11
CUNDINAMARCA,MARTIRES E-14
CUNDINAMARCA,ANTIGUO COUNTRY E-2
CUNDINAMARCA,SAN MATEO
