MUNICIPIO,EDAD
IBAGUE (CT),ADULTOJOVEN
BUENAVENTURA,ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTOMAYOR
PALMIRA,OTRA
PALMIRA,ADULTO
TORO,ADULTOMAYOR
TORO,ADULTOMAYOR
TULUA,ADULTO
TULUA,ADULTO
BELLO,ADULTOJOVEN
BELLO,ADULTOJOVEN
CAUCASIA,ADULTOJOVEN
CAUCASIA,ADULTO
COPACABANA,ADULTOJOVEN
COPACABANA,ADULTO
ENVIGADO,ADULTO
ITAGUI,ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADOLESCENTE
MEDELLIN (CT),ANCIANO
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
ARAUCA (CT),OTRA
BARRANQUILLA (CT),ADULTO
BARRANQUILLA (CT),ADULTO
BARRANQUILLA (CT),ADULTOJOVEN
BARRANQUILLA (CT),ADULTO
BARRANQUILLA (CT),ADULTOJOVEN
PONEDERA,OTRA
SABANAGRANDE,ADULTO
SABANALARGA,ADULTO
CARTAGENA (CT),ADULTOJOVEN
DUITAMA,ADULTO
DUITAMA,ADULTO
TUNJA (CT),ADULTOJOVEN
FLORENCIA (CT),OTRA
FLORENCIA (CT),ADULTO
MANI,ANCIANO
POPAYAN (CT),ADULTOJOVEN
POPAYAN (CT),ADULTOJOVEN
PUERTO TEJADA,ADULTO
SANTANDER DE QUILICHAO,ADULTO
VALLEDUPAR (CT),ADULTOJOVEN
VALLEDUPAR (CT),ADULTO
VALLEDUPAR (CT),ADULTOJOVEN
VALLEDUPAR (CT),ADULTOJOVEN
MONTERIA (CT),ADULTOJOVEN
MONTERIA (CT),ANCIANO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADOLESCENTE
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADOLESCENTE
BOGOTA D.C. (CT),ADOLESCENTE
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ANCIANO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADOLESCENTE
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
SOACHA,ADULTOJOVEN
SOACHA,ADULTOJOVEN
SOACHA,ADULTOJOVEN
VILLETA,ADULTO
RIOHACHA (CT),ADULTOJOVEN
SAN JUAN DEL CESAR,ADULTOJOVEN
SAN JUAN DEL CESAR,ADULTOJOVEN
NEIVA (CT),ADULTOJOVEN
NEIVA (CT),ADULTOJOVEN
NEIVA (CT),ADULTOJOVEN
NEIVA (CT),ADULTO
NEIVA (CT),ADULTOJOVEN
NEIVA (CT),ADULTOMAYOR
NEIVA (CT),ADULTO
NEIVA (CT),ADOLESCENTE
NEIVA (CT),ADULTO
NEIVA (CT),ADULTO
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),OTRA
ACACIAS,ADULTO
ACACIAS,ADULTO
VILLAVICENCIO (CT),ADULTOMAYOR
VILLAVICENCIO (CT),ADULTOMAYOR
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTOJOVEN
IPIALES,ADULTO
PASTO (CT),ADULTO
PASTO (CT),ADOLESCENTE
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTO
CUCUTA (CT),ADULTO
OCANHA,ADULTO
MOCOA (CT),ADULTO
ARMENIA (CT),ADULTOJOVEN
ARMENIA (CT),ADULTO
CALARCA,ADULTOJOVEN
CIRCASIA,ADULTOJOVEN
PEREIRA (CT),ADULTOJOVEN
PEREIRA (CT),ADULTO
BARRANCABERMEJA,ADULTOMAYOR
BARRANCABERMEJA,ADULTO
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOMAYOR
BUCARAMANGA (CT),ADULTOMAYOR
BUCARAMANGA (CT),ADULTOMAYOR
BUCARAMANGA (CT),ADOLESCENTE
BUCARAMANGA (CT),ADULTO
BUCARAMANGA (CT),ADULTO
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
FLORIDABLANCA,ADULTO
FLORIDABLANCA,ADULTO
PIEDECUESTA,ADULTO
SINCELEJO (CT),ADULTOMAYOR
ESPINAL,ADULTOJOVEN
ESPINAL,ADULTOJOVEN
ESPINAL,ADULTO
IBAGUE (CT),ADULTO
IBAGUE (CT),ADULTO
IBAGUE (CT),ADULTOJOVEN
IBAGUE (CT),ADULTOJOVEN
BUENAVENTURA,ADULTO
CALI (CT),ADOLESCENTE
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ANCIANO
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADOLESCENTE
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTO
CALI (CT),ADOLESCENTE
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADOLESCENTE
CARTAGO,ADULTOJOVEN
GUACARI,ADULTOJOVEN
GUADALAJARA DE BUGA,OTRA
BELLO,ADULTOJOVEN
BELLO,ADULTOJOVEN
BELLO,ADOLESCENTE
ENVIGADO,ADULTO
GUARNE,ADULTO
ITAGUI,ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADOLESCENTE
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADOLESCENTE
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADOLESCENTE
MEDELLIN (CT),OTRA
MEDELLIN (CT),ADULTOJOVEN
NECHI,ADULTOJOVEN
RIONEGRO,ADULTO
RIONEGRO,ADULTOJOVEN
ARAUCA (CT),ADULTOJOVEN
BARRANQUILLA (CT),ADULTOJOVEN
BARRANQUILLA (CT),ADULTOMAYOR
BARRANQUILLA (CT),ADULTO
BARRANQUILLA (CT),ADULTO
BARRANQUILLA (CT),ADULTO
CANDELARIA,ADULTOMAYOR
SOLEDAD,ADULTOJOVEN
CARTAGENA (CT),ADULTO
CHIQUINQUIRA,ADULTO
TUNJA (CT),ADULTO
TUNJA (CT),ADULTO
ANSERMA,ADULTOMAYOR
CHINCHINA,ADULTO
MANIZALES (CT),ADULTO
MANIZALES (CT),ANCIANO
RIOSUCIO,ADULTOMAYOR
SAN VICENTE DEL CAGUAN,ADULTO
YOPAL (CT),ADULTO
YOPAL (CT),ADULTOJOVEN
PIENDAMO,ADULTOMAYOR
POPAYAN (CT),ADULTOJOVEN
POPAYAN (CT),ADULTOJOVEN
AGUACHICA,ADULTO
AGUACHICA,ADULTO
VALLEDUPAR (CT),ADULTOJOVEN
VALLEDUPAR (CT),ADULTOJOVEN
VALLEDUPAR (CT),ADULTO
VALLEDUPAR (CT),ADULTOJOVEN
VALLEDUPAR (CT),ADULTOJOVEN
VALLEDUPAR (CT),ADULTO
QUIBDO (CT),ADULTOJOVEN
MONTERIA (CT),ADULTOMAYOR
MONTERIA (CT),ADULTOMAYOR
MONTERIA (CT),ADULTOJOVEN
AGUA DE DIOS,ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ANCIANO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ANCIANO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
COGUA,ADULTO
GIRARDOT,ADULTOJOVEN
MAICAO,ADULTOJOVEN
RIOHACHA (CT),OTRA
RIOHACHA (CT),ADULTO
GARZON,ADULTO
LA PLATA,ANCIANO
LA PLATA,ANCIANO
NEIVA (CT),ADULTOJOVEN
NEIVA (CT),ADULTOJOVEN
PITALITO,ANCIANO
PITALITO,ANCIANO
PITALITO,ADULTOJOVEN
ARACATACA,ADULTOJOVEN
ARIGUANI,ADULTOMAYOR
SANTA BARBARA DE PINTO,ADULTOJOVEN
ACACIAS,ADULTOMAYOR
VILLAVICENCIO (CT),OTRA
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTOMAYOR
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADOLESCENTE
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADOLESCENTE
IPIALES,ADULTO
IPIALES,ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
PASTO (CT),ANCIANO
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTO
PASTO (CT),ADULTO
PASTO (CT),ADULTO
CUCUTA (CT),ADULTOJOVEN
CUCUTA (CT),ADULTOJOVEN
CUCUTA (CT),ADULTOMAYOR
CUCUTA (CT),ADULTOJOVEN
OCANHA,ADULTOJOVEN
VILLA DEL ROSARIO,ADULTO
VILLA DEL ROSARIO,ADULTO
ARMENIA (CT),ADOLESCENTE
ARMENIA (CT),OTRA
LA TEBAIDA,ADULTO
QUIMBAYA,ADULTOMAYOR
QUIMBAYA,ADULTOMAYOR
QUIMBAYA,ADULTOJOVEN
PEREIRA (CT),ADULTOJOVEN
PEREIRA (CT),ADULTOMAYOR
PEREIRA (CT),ADULTOJOVEN
BARRANCABERMEJA,ANCIANO
BARRANCABERMEJA,ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTO
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
FLORIDABLANCA,ADULTOMAYOR
SAN JOSE DE MIRANDA,ADULTOJOVEN
SOCORRO,ADULTOJOVEN
SINCELEJO (CT),ADULTOJOVEN
SINCELEJO (CT),ADULTOMAYOR
SINCELEJO (CT),ADULTOMAYOR
ESPINAL,ADULTOJOVEN
ESPINAL,ADULTOJOVEN
ESPINAL,ADULTO
ESPINAL,ADULTO
FRESNO,ADULTOMAYOR
IBAGUE (CT),ADULTOJOVEN
IBAGUE (CT),ADULTOJOVEN
IBAGUE (CT),ADULTOJOVEN
IBAGUE (CT),ADULTO
MELGAR,ADULTOJOVEN
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADOLESCENTE
CALI (CT),ADULTOJOVEN
CALI (CT),ANCIANO
CALI (CT),ADOLESCENTE
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOMAYOR
CALI (CT),OTRA
CANDELARIA,ADULTOJOVEN
CANDELARIA,ADULTOMAYOR
GUADALAJARA DE BUGA,ADULTO
PALMIRA,ADULTO
ROLDANILLO,ADULTO
SEVILLA,ANCIANO
YUMBO,ADULTOJOVEN
LA PRIMAVERA,ADULTOJOVEN
PUERTO NARINHO,ADULTO
BELLO,ADULTOJOVEN
BELLO,ADULTO
BELLO,ADULTO
CAUCASIA,ADULTOMAYOR
COPACABANA,ADULTOMAYOR
ENVIGADO,ADULTOJOVEN
ITAGUI,ADULTOJOVEN
ITAGUI,ADULTOJOVEN
ITAGUI,ADULTO
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ANCIANO
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADOLESCENTE
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
SABANETA,ADULTOMAYOR
BARRANQUILLA (CT),ADULTOMAYOR
BARRANQUILLA (CT),ADULTOMAYOR
BARRANQUILLA (CT),ADULTO
BARRANQUILLA (CT),ADULTO
BARRANQUILLA (CT),ADULTOJOVEN
PUERTO COLOMBIA,ADULTOJOVEN
SOLEDAD,ADOLESCENTE
ARJONA,ADULTO
CARTAGENA (CT),ANCIANO
SAN JUAN NEPOMUCENO,ANCIANO
CHIQUINQUIRA,ADULTOJOVEN
TUNJA (CT),ADULTOJOVEN
MANIZALES (CT),ADULTOJOVEN
MANIZALES (CT),ADULTO
MANIZALES (CT),ADULTOJOVEN
MANIZALES (CT),ADULTOMAYOR
MANIZALES (CT),ADULTOMAYOR
FLORENCIA (CT),ADULTOJOVEN
SAN VICENTE DEL CAGUAN,ADULTOMAYOR
YOPAL (CT),ADULTO
YOPAL (CT),ADULTOJOVEN
YOPAL (CT),OTRA
POPAYAN (CT),ADULTOJOVEN
POPAYAN (CT),ADULTOJOVEN
POPAYAN (CT),ADULTOJOVEN
POPAYAN (CT),ADULTO
VALLEDUPAR (CT),ADULTOJOVEN
VALLEDUPAR (CT),ADULTO
BOGOTA D.C. (CT),ADOLESCENTE
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
FUSAGASUGA,ADOLESCENTE
RIOHACHA (CT),ADULTOJOVEN
RIOHACHA (CT),ADULTO
ISNOS,ADULTO
NEIVA (CT),ADULTO
NEIVA (CT),ANCIANO
NEIVA (CT),ADULTOMAYOR
PITALITO,ADULTO
RIVERA,ADULTO
SAN AGUSTIN,ADULTO
SALAMINA,ADULTO
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),ADULTO
SANTA MARTA (CT),ANCIANO
SANTA MARTA (CT),ADULTO
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),ADULTOJOVEN
PUERTO GAITAN,ADULTO
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTOMAYOR
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTOMAYOR
VILLAVICENCIO (CT),ADULTO
IPIALES,ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOMAYOR
PASTO (CT),ADULTO
PASTO (CT),ADULTO
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTO
CUCUTA (CT),ADULTO
MUTISCUA,ADULTOMAYOR
PAMPLONA,ADULTO
ARMENIA (CT),ADULTOMAYOR
ARMENIA (CT),ADULTOMAYOR
ARMENIA (CT),ADULTOJOVEN
ARMENIA (CT),ADULTOJOVEN
DOSQUEBRADAS,ADULTOMAYOR
DOSQUEBRADAS,ADULTOJOVEN
DOSQUEBRADAS,ADULTO
DOSQUEBRADAS,ADULTOJOVEN
DOSQUEBRADAS,ADULTOJOVEN
PEREIRA (CT),ADULTO
PEREIRA (CT),OTRA
PEREIRA (CT),ADULTO
PEREIRA (CT),ADULTOMAYOR
PEREIRA (CT),ADULTO
BARRANCABERMEJA,ADULTO
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOMAYOR
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTO
BUCARAMANGA (CT),ADULTO
BUCARAMANGA (CT),ADULTOMAYOR
FLORIDABLANCA,ADULTOJOVEN
FLORIDABLANCA,ADULTOJOVEN
FLORIDABLANCA,ADULTOJOVEN
FLORIDABLANCA,ADULTOMAYOR
GIRON,ADULTOMAYOR
SABANA DE TORRES,ADULTOJOVEN
SABANA DE TORRES,ADULTOJOVEN
SINCELEJO (CT),ADULTO
SINCELEJO (CT),ADULTOJOVEN
IBAGUE (CT),ADULTOJOVEN
IBAGUE (CT),ADULTOJOVEN
IBAGUE (CT),ADULTOJOVEN
IBAGUE (CT),ADULTOJOVEN
IBAGUE (CT),ANCIANO
MELGAR,ADULTO
MELGAR,ADULTO
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTO
CANDELARIA,ADULTO
CARTAGO,ADULTO
PALMIRA,ADULTOJOVEN
PALMIRA,ANCIANO
SEVILLA,ADULTOMAYOR
BELLO,ADULTOMAYOR
BELLO,ADULTO
COPACABANA,ADULTOJOVEN
ENVIGADO,ADULTO
ENVIGADO,ADULTO
ENVIGADO,ADULTO
ENVIGADO,ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ANCIANO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
BARRANQUILLA (CT),ADULTO
BARRANQUILLA (CT),ADULTOJOVEN
BARRANQUILLA (CT),ADULTOMAYOR
CARTAGENA (CT),ADULTOJOVEN
MAGANGUE,ADOLESCENTE
DUITAMA,ADOLESCENTE
TUNJA (CT),ADULTOJOVEN
TUNJA (CT),ADULTOMAYOR
YOPAL (CT),ADULTOMAYOR
YOPAL (CT),ADULTOJOVEN
POPAYAN (CT),ADULTO
POPAYAN (CT),ADULTOMAYOR
POPAYAN (CT),ADULTO
POPAYAN (CT),ADULTOMAYOR
PUERTO TEJADA,ADULTO
PUERTO TEJADA,ADULTO
AGUACHICA,ADULTOJOVEN
AGUACHICA,ADULTOJOVEN
VALLEDUPAR (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ANCIANO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
CIENAGA,OTRA
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADOLESCENTE
BOGOTA D.C. (CT),ADOLESCENTE
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ANCIANO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADOLESCENTE
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
