HORA,BARRIO
MOVILIZACIONVESPERTINA,CENTRO (A) PEREIRA
ALMUERZO,JOSE ANTONIO GALAN
MOVILIZACIONVESPERTINA,ALCAZAR
TARDE,LA AURORA
ALMUERZO,SAN ALONSO
MADRUGADA,SAN RAFAEL
TARDE,LOS PINOS
TARDE,MANUELA BELTRAN I
MANHANA,CABECERA DEL LLANO
MOVILIZACIONVESPERTINA,SAN LUIS
TARDE,EL CENTRO
TARDE,URB. ALTOS DE BELLAVISTA
NOCHE,LA CUMBRE
TARDE,LAGOS I
MANHANA,CHACARITA
MOVILIZACIONVESPERTINA,NORMANDIAZ
NOCHE,SAN RAFAEL
MOVILIZACIONVESPERTINA,BELEN
ALMUERZO,LAS FERIAS
ALMUERZO,JUAN 23
MOVILIZACIONVESPERTINA,SUCRE E9
MANHANA,PARCELACIONES PANCE E22
MANHANA,SAN FERNANDO VIEJO E19
MADRUGADA,SIETE DE AGOSTO E7
MOVILIZACIONVESPERTINA,SUCRE E9
MANHANA,EL PENHON E3
NOCHE,SAN PEDRO E3
NOCHE,EUCARISTICO E19
TARDE,EL CORTIJO E20
MOVILIZACIONVESPERTINA,VERSALLES E2
MOVILIZACIONVESPERTINA,SAN PEDRO E3
NOCHE,EL LIMONAR E17
ALMUERZO,EL SENA E5
NOCHE,TERRON COLORADO E1
MANHANA,PUEBLO NUEVO (27-1)
TARDE,INDUSTRIAL
TARDE,VERSALLES
ALMUERZO,LA TRINIDAD
ALMUERZO,CENTRO
MOVILIZACIONVESPERTINA,CENTRAL
MANHANA,PEDREGAL
ALMUERZO,BUCAREST
ALMUERZO,YARUMITO
MOVILIZACIONMATUTINA,SAN JUAN DE DIOS
MANHANA,LA CANDELARIA C-10
TARDE,LA ROSA  C-2
TARDE,MORAVIA  C-4
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
NOCHE,GUAYABAL C-15
MADRUGADA,ESTACION VILLA C-10
MOVILIZACIONVESPERTINA,BARRIO COLOMBIA C-14
ALMUERZO,EL POBLADO C-14
ALMUERZO,CIUDADELA 20 DE JULIO
MANHANA,CENTRO
MOVILIZACIONVESPERTINA,MIRAMAR
MADRUGADA,BOLIVAR
MADRUGADA,LOS ALMENDROS
MOVILIZACIONVESPERTINA,BARRIO CHINO
MANHANA,BARRIO SAN CARLOS
TARDE,CENTRO
MANHANA,CENTRO
MOVILIZACIONVESPERTINA,PUERTA DEL SOL
MADRUGADA,SAN RAFAEL
ALMUERZO,VELEZ
MANHANA,UNIDOS
NOCHE,TORRES DEL RIO
ALMUERZO,SAN IGNACIO
TARDE,SAN MARTIN
NOCHE,TOBIAS DAZA
TARDE,12 DE OCTUBRE
TARDE,1º DE MAYO
MOVILIZACIONVESPERTINA,LA UNIÒN
TARDE,VILLA REAL
MOVILIZACIONVESPERTINA,MOGAMBITO
MOVILIZACIONVESPERTINA,SANTA ISABEL E-14
ALMUERZO,BOSQUES DE MODELIA E-9
ALMUERZO,EL PINAR E-11
MANHANA,NORMANDIA E-10
MANHANA,LOS CEDRITOS E-1
MANHANA,MINUTO DE DIOS E-10
TARDE,LA FAVORITA E-14
MOVILIZACIONVESPERTINA,CANDELARIA III-IV E-19
TARDE,URB. PONTEVEDRA I SECTOR E-11
MOVILIZACIONVESPERTINA,GRAN BRITALIA E-8
MOVILIZACIONVESPERTINA,SAN CRISTOBAL ALTO E-4
MANHANA,BELLAVISTA SUR ORIENTAL E-4
ALMUERZO,LA CANDELARIA E-17
ALMUERZO,URB. MAZUREN I SECTOR E-11
TARDE,BARRIOS UNIDOS E-12
TARDE,QUINTA RAMOS E-4
MADRUGADA,EL RESTREPO E-15
MADRUGADA,OLARTE E-7
MADRUGADA,VILLA DEL RIO E-7
TARDE,EL LISTON E-14
NOCHE,POLO OCCIDENTAL E-12
MOVILIZACIONMATUTINA,URB. PUENTE ARANDA E-16
MOVILIZACIONVESPERTINA,LOS HAYUELOS E-9
ALMUERZO,TEUSAQUILLO E-13
TARDE,LA PORCIUNCULA E-2
MADRUGADA,BOCHICA E-10
MADRUGADA,GAITAN E-12
MADRUGADA,INDUSTRIAL CENTENARIO III SECTOR E-16
TARDE,PASADENA ROYAL E-11
ALMUERZO,TEUSAQUILLO E-13
MADRUGADA,GORGONZOLA E-16
ALMUERZO,LA FAVORITA E-14
TARDE,GALERIAS E-13
MADRUGADA,TABORA E-10
ALMUERZO,LA ESPANHOLA E-10
MADRUGADA,CHAPINERO CENTRAL E-2
MADRUGADA,VERBENAL E-1
NOCHE,EL AMPARO E-8
MANHANA,JOSE ANTONIO GALAN E-7
TARDE,PORVENIR LA CONCEPCION E-7
MADRUGADA,CHICALA E-7
NOCHE,LAS DELICIAS   E-8
ALMUERZO,LA ESTANZUELA E-14
ALMUERZO,CIUDAD KENNEDY SUR   E-8
TARDE,LUCERO ALTO E-19
MOVILIZACIONVESPERTINA,PORTAL DEL RINCON E-18
NOCHE,OLAYA E-18
MOVILIZACIONVESPERTINA,CENTRO
MOVILIZACIONVESPERTINA,LAS TUNAS
ALMUERZO,CENTRO
NOCHE,CUARTO CENTENARIO
MANHANA,GAIRA TRADICIONAL
MANHANA,CENTRO
NOCHE,VEREDA EL MEREY
NOCHE,CATATUMBO
MADRUGADA,MORICHAL
ALMUERZO,VILLA SUAREZ
NOCHE,SAN ISIDRO
NOCHE,LA CEIBA
MANHANA,SANTA MONICA
MANHANA,LAS LUNAS
MANHANA,LAS LUNAS
MANHANA,LAS LUNAS
NOCHE,SANTA MONICA
MADRUGADA,LA ROSA
MOVILIZACIONVESPERTINA,CENTRO
MANHANA,LAS CORALINAS
NOCHE,BARRIO COLSAG
NOCHE,BARRIO POPULAR
NOCHE,BARRIO QUINTA ORIENTAL
TARDE,BARRIO SIGLO XXI
MOVILIZACIONVESPERTINA,BARRIO 28 DE FEBRERO
NOCHE,BARRIO LA CAPELLANA
MOVILIZACIONVESPERTINA,LA PRADERA
MADRUGADA,LA PRADERA
MADRUGADA,LA PRADERA
MADRUGADA,LA PRADERA
MADRUGADA,LA PRADERA
MADRUGADA,LA PRADERA
MADRUGADA,LA PRADERA
NOCHE,SAN ANTONIO
NOCHE,MALAGA
MOVILIZACIONVESPERTINA,PLAZA CIVICA CIUDAD VICTORIA
TARDE,PINARES DE SAN MARTIN
TARDE,EL CAMPESTRE
TARDE,EL CAMPESTRE
NOCHE,PROVENZA
ALMUERZO,LA UNIVERSIDAD
MANHANA,NUEVA GRANADA
MADRUGADA,CABECERA DEL LLANO
MANHANA,ALFONSO LOPEZ
ALMUERZO,SOTOMAYOR
TARDE,MOLINOS BAJOS
TARDE,BUCARICA
TARDE,LAGOS II
NOCHE,SANTA CRUZ
MOVILIZACIONVESPERTINA,JUNIN
MOVILIZACIONMATUTINA,CENTRO P/TA
MADRUGADA,ARRABAL
ALMUERZO,NUEVA CASTILLA
ALMUERZO,CENTRO
MANHANA,LIBERTADOR
TARDE,20 DE JULIO
TARDE,BELEN
ALMUERZO,MACARENA ALTA
MADRUGADA,SAN SIMON PARTE ALTA
ALMUERZO,VILLA CAFE
MADRUGADA,VILLA HUERTAS
TARDE,LOS CAMBULOS
MOVILIZACIONVESPERTINA,SAN NICOLAS E3
ALMUERZO,SAN FERNANDO NUEVO E19
MOVILIZACIONVESPERTINA,LILI E17
MANHANA,GRANADA E2
MANHANA,GRANADA E2
MOVILIZACIONVESPERTINA,ANTONIO NARINHO E16
MANHANA,REPUBLICA ISRAEL E16
MANHANA,UNICENTRO CALI E17
MANHANA,VERSALLES E2
MANHANA,EL LIMONAR E17
NOCHE,VILLA DEL PRADO - EL GUABITO E5
MANHANA,EL RETIRO E15
MANHANA,SANTA ANITA E17
ALMUERZO,DESEPAZ INVICALI E21
MADRUGADA,CIUDAD CORDOBA E15
NOCHE,LAS QUINTAS DE DON SIMON E17
MOVILIZACIONVESPERTINA,CANHAVERALEJO - SEGUROS P. E19
MADRUGADA,CIUDAD DE LOS ALAMOS E2
ALMUERZO,EL INGENIO E17
ALMUERZO,SIETE DE AGOSTO E7
ALMUERZO,SIETE DE AGOSTO E7
TARDE,COLOMBINA
MADRUGADA,CENTRO
MANHANA,CGTO CAMPOALEGRE
MADRUGADA,PACHELLY
NOCHE,ZONA CENTRO
MOVILIZACIONVESPERTINA,SAN MATEO
TARDE,EL PORTAL
MANHANA,SAN JOSE
MANHANA,VILLANUEVA C-10
ALMUERZO,BARRIO COLOMBIA C-14
MANHANA,CENTRO S.C.
MANHANA,MANRIQUE 2  C-3
TARDE,NUEVA VILLA DE ABURRA C-16
NOCHE,GIRARDOT C-5
NOCHE,SIMESA C-14
MADRUGADA,GRANIZAL C-1
MOVILIZACIONVESPERTINA,BARICHARA  S.A.P.
MADRUGADA,EL DANUBIO C-12
MADRUGADA,LA LOMA DE LOS BERNAL C-16
TARDE,CARIBE C-5
TARDE,CARIBE C-5
TARDE,CARIBE C-5
TARDE,CARIBE C-5
TARDE,CARIBE C-5
MADRUGADA,EL DIAMANTE C-7
NOCHE,FIZEBAT
ALMUERZO,LA CONCEPCION
TARDE,SIMON BOLIVAR
MADRUGADA,SANTO DOMINGO DE GUZMAN
MOVILIZACIONVESPERTINA,BELLAVISTA
MOVILIZACIONVESPERTINA,SAN ISIDRO
NOCHE,SANTA MARIA
MADRUGADA,CENTRO
TARDE,EL CARMEN
MANHANA,LAS GAVIOTAS
MOVILIZACIONVESPERTINA,ALCIBIA
MANHANA,BARRIO ASIS
MANHANA,COJUNTO CERRADO LOMBARDIA
MOVILIZACIONVESPERTINA,BARRIO POPULAR
NOCHE,ABBAS TURBAY
MOVILIZACIONVESPERTINA,LA PAZ
NOCHE,EL PORVENIR
MOVILIZACIONVESPERTINA,LA LIBERTAD
NOCHE,SANTO DOMINGO SABIO
TARDE,EL RECUERDO
MOVILIZACIONVESPERTINA,LA PAMBA
MANHANA,CIUDADELA 450 ANHOS
MADRUGADA,YESQUITA
MADRUGADA,VILLA CARIBE
MADRUGADA,VILLA CARIBE
ALMUERZO,INTERINDUSTRIAL E-9
MANHANA,PALERMO E-2
MOVILIZACIONVESPERTINA,SAN CARLOS PREDIO SAN JOSE E-6
MANHANA,TURINGIA E-11
MANHANA,URB. LA ALQUERIA E-16
NOCHE,GRAN BRITALIA E-7
MANHANA,LA FAVORITA E-14
MOVILIZACIONVESPERTINA,CEDRO GOLF EL RODEO E-1
ALMUERZO,QUINTA CAMACHO E-2
TARDE,SAN CRISTOBAL E-4
MOVILIZACIONVESPERTINA,RICAURTE E-14
MANHANA,CIUDAD SALITRE II E-13
NOCHE,COUNTRY PLAZA E-1
NOCHE,GRANADA NORTE E-11
NOCHE,SAN VICTORINO E-3
ALMUERZO,CHAPINERO CENTRAL E-2
ALMUERZO,CHAPINERO CENTRAL E-2
ALMUERZO,LA FAVORITA E-14
MANHANA,LA BELLEZA E-4
TARDE,TOBERIN ORIENTAL E-1
MADRUGADA,SANTA MATILDE I SECTOR E-16
NOCHE,GUSTAVO RESTREPO E-18
NOCHE,LAGOS DE SUBA E-11
TARDE,SAN CRISTOBAL NORTE E-1
MOVILIZACIONMATUTINA,PORTALES DEL NORTE E-11
MOVILIZACIONVESPERTINA,MARTIRES E-14
MANHANA,BRASILL II SECTOR E-7
MADRUGADA,LAS MARGARITAS E-8
MADRUGADA,VILLA DEL PRADO E-11
MANHANA,LA PORCIUNCULA E-2
TARDE,SANTA BARBARA ALTA I SECTOR E-1
MOVILIZACIONVESPERTINA,URB. SANTA FERENHA E-3
NOCHE,JOSE JOAQUIN VARGAS E-12
MADRUGADA,VEINTE DE JULIO E-4
MOVILIZACIONVESPERTINA,CAPELLANIA E-9
ALMUERZO,EL LISTON E-14
TARDE,LA FAVORITA E-14
ALMUERZO,GUSTAVO RESTREPO E-18
MANHANA,ALTA BLANCA E-1
MANHANA,SUCRE E-2
TARDE,ARBORIZADORA BAJA E-19
TARDE,URB. GRANJAS DE SAN PABLO E-18
NOCHE,SAN IGNACIO E-10
MADRUGADA,GALERIAS E-13
ALMUERZO,LA FAVORITA E-14
MADRUGADA,BACHUE E-10
MADRUGADA,SANTA ISABEL E-14
MANHANA,VERBENAL E-1
NOCHE,LA ESTRELLITA E-1
TARDE,CENTRO
ALMUERZO,LOS CAMBULOS
MANHANA,CENTRO
MADRUGADA,TEQUENDAMA
NOCHE,TAMINACA 1 Y 2
MOVILIZACIONVESPERTINA,CENTRO
MADRUGADA,LUIS CARLOS GALAN
MOVILIZACIONVESPERTINA,PLAYA RICA
TARDE,ROSA BLANCA
MANHANA,BOSQUE
MANHANA,VILLA SUAREZ
MANHANA,SANTA CLARA
MOVILIZACIONVESPERTINA,CAICEDO BAJO
MOVILIZACIONVESPERTINA,EL PILAR
NOCHE,ATAHUALPA
MANHANA,SAN IGNACIO
TARDE,CENTRO
MADRUGADA,CHAPAL
NOCHE,CAICEDONIA
MADRUGADA,SANTA BARBARA
NOCHE,AGUALONGO
NOCHE,BARRIO ZULIMA
MOVILIZACIONVESPERTINA,BARRIO CAOBOS
ALMUERZO,BARRIO CLARET
ALMUERZO,BARRIO CONTENTO
TARDE,CIUDADELA EL SOL
MADRUGADA,LA MILAGROSA
MOVILIZACIONVESPERTINA,LA PAVONA
MANHANA,CENTRO
MANHANA,VDA.CRUCES
MANHANA,EL ROCIO
MANHANA,POLICARPA
MANHANA,POLICARPA
MADRUGADA,FRAYLES
NOCHE,CENTRO (A) PEREIRA
MOVILIZACIONVESPERTINA,CIUDAD BOQUIA
ALMUERZO,CINCO DE OCTUBRE
MADRUGADA,LAS PALMAS RIO OTUN
MANHANA,B. CENTRO
ALMUERZO,DIAMANTE II
MANHANA,SAN MIGUEL
NOCHE,MUTIS
MOVILIZACIONMATUTINA,VILLA MERCEDES
MADRUGADA,REGADERO NORTE
TARDE,CGTO. PALO BLANCO
TARDE,CGTO. PALO BLANCO
NOCHE,LAS MARGARITAS
ALMUERZO,CORREGIMIENTO JUANCHACO
MOVILIZACIONVESPERTINA,EL CALVARIO E3
MANHANA,BENJAMIN HERRERA E8
MANHANA,PIZAMOS I E21
MANHANA,UNION DE VIVIENDA POPULAR E16
MOVILIZACIONVESPERTINA,ULPIANO LLOREDA E13
TARDE,SILOE E20
MANHANA,PIZAMOS I E21
ALMUERZO,NUEVA TEQUENDAMA E19
TARDE,SAN FERNANDO VIEJO E19
NOCHE,LOS COMUNEROS II E13
MOVILIZACIONVESPERTINA,EL CALVARIO E3
ALMUERZO,CALIMA E4
MOVILIZACIONVESPERTINA,VERSALLES E2
TARDE,DIAMANTE E13
NOCHE,CANHAVERALES - LOS SAMANES E17
TARDE,DIAMANTE E13
ALMUERZO,TERRON COLORADO E1
ALMUERZO,EL CEDRO E19
MANHANA,NUEVA TEQUENDAMA E19
TARDE,SIETE DE AGOSTO E7
MADRUGADA,CANEY E17
TARDE,CANHAVERALES - LOS SAMANES E17
MOVILIZACIONVESPERTINA,CGTO MONTEBELLO E1
NOCHE,EL PENHON E3
ALMUERZO,SAN CRISTOBAL (23-3)
MADRUGADA,LOS ALAMOS
TARDE,RECREO
MADRUGADA,BIZERTA
MADRUGADA,GRANADA
MADRUGADA,GRANADA
MANHANA,ARROYOHONDO ZONA INDUSTRIAL (25-2)
MOVILIZACIONVESPERTINA,LA ESTANCIA E25
ALMUERZO,SAN FERNANDO
MOVILIZACIONVESPERTINA,SURAMERICANA C-11
MOVILIZACIONVESPERTINA,EL POBLADO C-14
MANHANA,CASTROPOL C-14
ALMUERZO,TOSCANA C-5
MOVILIZACIONVESPERTINA,GUAYAQUIL C-10
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
MANHANA,VILLANUEVA C-10
ALMUERZO,LA CANDELARIA C-10
ALMUERZO,LA CANDELARIA C-10
NOCHE,SANTA TERESITA C-12
NOCHE,SANTA TERESITA C-12
MADRUGADA,EL POBLADO C-14
TARDE,EL POBLADO C-14
MOVILIZACIONVESPERTINA,LA ALPUJARRA C-10
MOVILIZACIONVESPERTINA,MORAVIA  C-4
ALMUERZO,LA CANDELARIA C-10
ALMUERZO,LOS ALPES C-16
NOCHE,LA CANDELARIA C-10
NOCHE,ALTOS DE RIOMAR
MANHANA,RIOMAR
ALMUERZO,EL ROSARIO
TARDE,LAS ESTRELLAS
ALMUERZO,SAN JOSE
MOVILIZACIONVESPERTINA,LAS ESMERALDA
NOCHE,LOS ALMENDROS II
MANHANA,SALESIANO
MOVILIZACIONVESPERTINA,CIUDAD BETEL
TARDE,LOS ALISOS
MOVILIZACIONVESPERTINA,LA ARBOLEDA
TARDE,CENTRO
NOCHE,MALHABAR
MOVILIZACIONVESPERTINA,CENTRO
NOCHE,BARRIO GALERIAS
MANHANA,EL PRADO
TARDE,LOS ALPES
MANHANA,ABBAS TURBAY
ALMUERZO,LA ALEMANIA
MANHANA,SAN MARTIN
MANHANA,SAN MARTIN
MADRUGADA,20 DE JULIO
MOVILIZACIONVESPERTINA,CEDRILLOS
MANHANA,EL RECUERDO
TARDE,CENTRO
NOCHE,LA ESMERALDA
MANHANA,LA ESMERALDA
NOCHE,LS TERRAZA
MANHANA,ALFONSO LOPEZ
TARDE,OLAYA HERRERA
NOCHE,SIMON BOLIVAR
ALMUERZO,LOS CASTILLOS
MOVILIZACIONVESPERTINA,VIA MONTERIA -PLANETA RICA
MOVILIZACIONVESPERTINA,LA PRADERA
NOCHE,EL CENTRO
MOVILIZACIONVESPERTINA,LA PRADERA
MOVILIZACIONVESPERTINA,ESTADERO DEL NORTE E-11
MOVILIZACIONVESPERTINA,EL SAUCEDAL E-8
MOVILIZACIONVESPERTINA,URB. CENTRO NARINHO E-13
MANHANA,LAS DELICIAS DEL CARMEN E-10
MANHANA,LOS SAUCES E-16
MOVILIZACIONVESPERTINA,EL RINCON E-11
MANHANA,CHAPINERO ALTO E-2
MANHANA,CHAPINERO CENTRAL E-2
MANHANA,ARBORIZADORA BAJA E-19
MOVILIZACIONVESPERTINA,CHICO I E-2
ALMUERZO,LA IGUALDAD E-8
TARDE,CLARETIANO E-7
TARDE,LA AMISTAD BOSA E-7
MANHANA,URB. LA GUACA E-16
MANHANA,CARVAJAL E-10
MANHANA,CHAPINERO ALTO E-2
TARDE,CHICO NORTE II SECTOR E-1
TARDE,LA PAZ CENTRO E-3
MADRUGADA,AURES II E-11
MADRUGADA,SAN VICTORINO E-14
MADRUGADA,VILLA DEL RIO E-7
TARDE,LA GIRALDA E-9
MOVILIZACIONMATUTINA,LAS AGUAS E-17
MOVILIZACIONMATUTINA,MARLY E-2
MOVILIZACIONVESPERTINA,SAMPER MENDOZA E-14
MOVILIZACIONVESPERTINA,SAN JOSE SUR E-18
MANHANA,CHAPINERO ALTO E-2
ALMUERZO,HIPOTECHO OCCIDENTAL E-8
TARDE,POLO CLUB E-12
MADRUGADA,LLANO GRANDE E-8
MADRUGADA,URB. EL CARMELO FAVIDI E-8
NOCHE,LA ESPERANZA E-9
MADRUGADA,MARIA PAZ E-8
MOVILIZACIONVESPERTINA,GALAN E-16
MADRUGADA,ALQUERIA LA FRAGUA E-8
ALMUERZO,LA GAITANA E-11
ALMUERZO,VERSALLES E-9
NOCHE,JOSE ANTONIO GALAN E-7
NOCHE,ACEVEDO TEJADA E-13
ALMUERZO,NUEVO MUZU I SECTOR E-6
MOVILIZACIONVESPERTINA,SAN LUIS E-13
TARDE,CHAPINERO ALTO E-2
NOCHE,ACEVEDO TEJADA E-13
TARDE,BELLAVISTA E-8
NOCHE,ESPANHA E-4
ALMUERZO,CHICALA E-7
MOVILIZACIONVESPERTINA,SAUCEDAL E-8
TARDE,LA PERSEVERANCIA E-3
TARDE,LA CANDELARIA E-17
MOVILIZACIONVESPERTINA,EL MOTORISTA E-7
TARDE,DIANA TURBAY E-18
MOVILIZACIONVESPERTINA,BAVARIA E-8
NOCHE,EL RETIRO E-2
MOVILIZACIONVESPERTINA,CENTRO
MOVILIZACIONVESPERTINA,SAN JOSE
MOVILIZACIONVESPERTINA,LIBERTADOR
TARDE,LIBERTADOR
MADRUGADA,BARRIO EL CENTRO
MANHANA,ARISMENDI MORA PERDOMO
NOCHE,BAVARIA
ALMUERZO,RIVERA DEL RIO
MANHANA,RODADERO TRADICIONAL
MADRUGADA,BOLIVARIANA
TARDE,COVISAN
MOVILIZACIONVESPERTINA,LORENZO
MOVILIZACIONVESPERTINA,AV. LAS AMERICAS
MOVILIZACIONVESPERTINA,OBRERO
MADRUGADA,VDA SAN FELIPE OBONUCO
MADRUGADA,CATAMBUCO CENTRO
ALMUERZO,CENTRO
MANHANA,BARRIO LA PLAYA
MANHANA,BARRIO CENTRO
MOVILIZACIONVESPERTINA,KIOSKOS
TARDE,CENTRO
MADRUGADA,P.INDUSTRIAL B
MADRUGADA,P.INDUSTRIAL B
MANHANA,PEREIRA
ALMUERZO,SECTOR AV 30 AGO ENTRE CL 48 Y 54
MANHANA,PINARES
MOVILIZACIONVESPERTINA,3 DE OCTUBRE
MANHANA,CIUDADELA PIPATON
TARDE,9 DE ABRIL
MOVILIZACIONVESPERTINA,CAMPO HERMOSO
ALMUERZO,COMUNEROS
MOVILIZACIONVESPERTINA,BOLIVAR
MOVILIZACIONVESPERTINA,ALFONSO LOPEZ
MANHANA,ALFONSO LOPEZ
MANHANA,VILLA MERCEDES
TARDE,COLORADOS
MANHANA,COMUNEROS
MOVILIZACIONVESPERTINA,MEJORAS PUBLICAS
NOCHE,LA UNIVERSIDAD
ALMUERZO,EL PRADO
NOCHE,MEJORAS PUBLICAS
TARDE,MONTE BLANCO
MANHANA,PANORAMA
MANHANA,LAGOS I
MOVILIZACIONVESPERTINA,URB. CATALUNHA
NOCHE,LA FE
MOVILIZACIONVESPERTINA,MAJAGUAL
MADRUGADA,EL PEDRERO
TARDE,EL PEDRERO
NOCHE,SAN SIMON PARTE BAJA
TARDE,INTERLAKEN
ALMUERZO,RICAURTE PARTE ALTA
MOVILIZACIONMATUTINA,SANTA HELENA
ALMUERZO,SANTA HELENA
TARDE,CENTRO
MOVILIZACIONVESPERTINA,MARIANO RAMOS E16
ALMUERZO,BRISAS DE LOS ALAMOS E2
ALMUERZO,LOS LAGOS E13
TARDE,PAMPA LINDA E19
MANHANA,CHAPINERO E8
TARDE,EL LIDO E19
MOVILIZACIONVESPERTINA,SAN NICOLAS E3
NOCHE,LOS COMUNEROS II E13
MANHANA,SAN PEDRO E3
MADRUGADA,URB. MILITAR E19
NOCHE,EL GRAN LIMONAR - CATAYA E17
MOVILIZACIONMATUTINA,MELENDEZ E18
MANHANA,NUEVA FLORESTA E12
ALMUERZO,ANGEL DEL HOGAR E7
MADRUGADA,LA MERCED E3
NOCHE,CIUDAD DE LOS ALAMOS E2
NOCHE,SAN JUDAS TADEO I E10
MADRUGADA,SANTA ROSA E3
MADRUGADA,SILOE E20
MOVILIZACIONVESPERTINA,EL REFUGIO E19
MADRUGADA,SALOMIA E4
MOVILIZACIONVESPERTINA,JUNIN E9
MOVILIZACIONVESPERTINA,VILLACOLOMBIA E8
NOCHE,CALYPSO E13
NOCHE,EL LIDO E19
MADRUGADA,VERSALLES E2
MADRUGADA,CIPRES
MANHANA,JOSE MARIA CABAL
NOCHE,BARRIO NUEVO
MADRUGADA,CIUDADELA DEL NORTE
NOCHE,SAN JOSE
MANHANA,SANTA MARIA # 2
MOVILIZACIONVESPERTINA,CONQUISTADORES C-11
MANHANA,SURAMERICANA C-11
TARDE,LA ALPUJARRA C-10
MADRUGADA,EL POBLADO C-14
MADRUGADA,ROSALES C-16
NOCHE,ESTACION VILLA C-10
ALMUERZO,EL POBLADO C-14
NOCHE,EL POBLADO C-14
NOCHE,EL RODEO C-15
TARDE,EVERFIT C-5
MADRUGADA,PARQUE NORTE C-4
MOVILIZACIONVESPERTINA,MANILA C-14
NOCHE,LAURELES C-11
MANHANA,SANTA ROSA DE LIMA C-13
MANHANA,SANTA ROSA DE LIMA C-13
MADRUGADA,JESUS NAZARENO C-10
TARDE,LA CANDELARIA C-10
TARDE,LA UNION
TARDE,LA PRADERA
MADRUGADA,CENTRO
MADRUGADA,SANTA ANA
MOVILIZACIONVESPERTINA,NUEVA GRANADA
MANHANA,VILLA DEL CARMEN 1 ETAPA
MADRUGADA,CENTRO
ALMUERZO,LA CHINITA
MADRUGADA,VILLATE
TARDE,CASCAJAL
TARDE,CASCAJAL
ALMUERZO,EL PARQUE
TARDE,BARRIO CHINO
MANHANA,BARRIO CENTRO
MANHANA,SUCRE
NOCHE,VDA. EL TUNAL
MADRUGADA,CONDOMINIO PARQUE EL NOGAL
MADRUGADA,CONDOMINIO PARQUE EL NOGAL
MADRUGADA,CONDOMINIO PARQUE EL NOGAL
MADRUGADA,BARRIO PATRIOTAS
MANHANA,SECTOR TRIANGULO
NOCHE,PERALONSO
NOCHE,CENTRO
MANHANA,ISLADE JULIO SECTOR SIETE BAJO
MOVILIZACIONVESPERTINA,LA ESTRELLA
TARDE,EL VENTILADOR
TARDE,EL VENTILADOR
MADRUGADA,PROVIVIENDA
MANHANA,LICEO
MOVILIZACIONVESPERTINA,LA LADERA
MANHANA,LA CAMPINHA
MOVILIZACIONVESPERTINA,ALFONSO LOPEZ
MADRUGADA,CAMPO BELLO NORTE
NOCHE,CENTRO
MADRUGADA,EL PARAISO
MADRUGADA,BARAHOJA
MOVILIZACIONMATUTINA,BUENAVISTA
MOVILIZACIONMATUTINA,BUENAVISTA
TARDE,MONTERIA MODERNO
MOVILIZACIONVESPERTINA,GUSTAVO RESTREPO E-18
MOVILIZACIONVESPERTINA,LA CATEDRAL E-17
MOVILIZACIONVESPERTINA,MULTICENTRO E-1
MOVILIZACIONVESPERTINA,QUIROGA IHS ETAPA E-18
MANHANA,LAGO GAITAN E-2
NOCHE,TEUSAQUILLO E-13
ALMUERZO,LA ESPERANZA E-12
TARDE,BOSTON E-9
MANHANA,MOLINOS DEL SUR E-18
MANHANA,ARMENIA E-13
MANHANA,URB. LOS EJIDOS E-16
ALMUERZO,EL PINO E-11
ALMUERZO,EL SOCORRO E-18
ALMUERZO,PUENTE LARGO E-11
MADRUGADA,TINTAL    E-8
MADRUGADA,URB. COMPARTIR E-11
MADRUGADA,PARQUE NACIONAL E-3
NOCHE,LA URIBE E-1
TARDE,CONJUNTO RESIDENCIAL LA PRADERA E-1
TARDE,SANTA TERESA E-1
ALMUERZO,LA CANDELARIA E-17
NOCHE,LA IGUALDAD E-8
MADRUGADA,MODELO E-12
NOCHE,VEINTE DE JULIO E-4
MADRUGADA,EL RESTREPO E-15
MADRUGADA,CHAPINERO CENTRAL E-2
MADRUGADA,CHAPINERO CENTRAL E-2
MADRUGADA,VENECIA E-6
MANHANA,LOURDES E-2
NOCHE,GRAN BRITALIA E-8
MADRUGADA,EMAUS E-2
MADRUGADA,VILLAS DEL DORADO E-10
TARDE,SANTA ISABEL E-14
ALMUERZO,SAN VICTORINO E-14
ALMUERZO,URB. ELTEJAR E-16
TARDE,NICOLAS DE FEDERMAN E-13
MOVILIZACIONVESPERTINA,SANTA INES E-3
MOVILIZACIONVESPERTINA,BARRIOS UNIDOS E-12
NOCHE,OLAYA E-18
MADRUGADA,CHAPINERO CENTRAL E-2
ALMUERZO,NUEVA GRANADA E-7
TARDE,ALAMOS SUR E-10
MOVILIZACIONVESPERTINA,SAN DIEGO E-3
MOVILIZACIONVESPERTINA,RUBI E-11
NOCHE,SAN CRISTOBAL NORTE E-1
NOCHE,QUINTA RAMOS I-II E-4
MANHANA,URB. VILLA SONIA E-16
TARDE,UNIVERSIDAD NACIONAL E-13
MANHANA,JIMENEZ DE QUEZADA E-7
MANHANA,CARTAGENITA
MANHANA,LAS FERIAS
NOCHE,LUIS CARLOS GALAN
NOCHE,CENTRO
MANHANA,LIBERTADORES I ETAPA
TARDE,CENTRO
NOCHE,LAS  MERCEDES
